Site	Hole	Core	Type	Section	Section_Depth	Sample_Depth	Age	d13C_C26FA 	d13C_C28FA 	d13C_C30FA 	d13C_C32FAC32	Mean_d13C_C26-C32FA 	Est_CO2_linear	Est_CO2_exponential 	
U1446	A	16	H	2	51 	153.665	1006.98	-23.46	-24.24	-24.49	-25.45	-24.41	222.27	219.82	
U1446	A	16	H	2	59 	153.745	1007.83	-21.84	-22.84	-23.91	-24.09	-23.17	209.53	207.89	
U1446	A	16	H	2	89 	154.045	1010.98	-23.73	-24.34	-25.05	-24.43	-24.39	222.04	219.60	
U1446	A	16	H	3	9 	154.655	1017.39	-23.53	-23.96	-24.70	-26.53	-24.68	225.05	222.51	
U1446	A	16	H	3	39 	154.955	1020.55	-23.99	-24.44	-25.42	-26.91	-25.19	230.29	227.67	
U1446	A	16	H	3	69 	155.255	1023.70	-22.47	-22.78	-22.37	-22.26	-22.47	202.33	201.45	
U1446	A	16	H	3	99 	155.555	1026.85	-24.42	-25.12	-25.64	-28.26	-25.86	237.19	234.66	
U1446	A	16	H	3	129 	155.855	1030.01	-23.61	-23.86	-24.05	-27.62	-24.78	226.13	223.57	
U1446	A	16	H	4	134 	157.345	1047.79	-22.28	-22.16	-21.57	-22.40	-22.10	198.54	198.13	
U1446	A	16	H	5	22 	157.655	1051.56	-21.67	-21.92	-21.73	-20.57	-21.47	192.09	192.61	
U1446	C	16	H	1	59	157.867	1054.12	-22.10	-22.30	-22.41	-21.76	-22.14	198.97	198.50	
U1446	A	16	H	5	52 	157.955	1055.21	-22.46	-22.54	-22.37	-21.52	-22.22	199.80	199.23	
U1446	C	16	H	1	89	158.167	1057.76	-23.68	-24.04	-24.15	-23.86	-23.93	217.39	215.17	
U1446	C	16	H	1	119	158.467	1061.41	-23.13	-23.40	-24.40	-24.26	-23.80	216.00	213.87	
U1446	C	16	H	2	16	158.787	1064.20	-23.84	-24.54	-26.30	-25.51	-25.05	228.83	226.23	
U1446	C	16	H	2	46	159.087	1065.88	-24.06	-24.86	-26.35	-26.20	-25.37	232.13	229.51	
U1446	C	16	H	2	77	159.397	1067.62	-23.49	-26.09	-27.24	-26.94	-25.94	238.02	235.51	
U1446	C	16	H	3	63	160.597	1074.34	-24.92	-28.91	-28.89	-28.61	-27.83	257.48	256.46	
U1446	C	16	H	4	39	161.507	1079.43	-25.12	-26.76	-27.96	-28.08	-26.98	248.68	246.77	
U1446	C	16	H	4	68	161.797	1081.05	-25.21	-26.27	-27.79	-29.02	-27.07	249.63	247.79	
U1446	C	16	H	4	99	162.107	1082.79	-24.69	-25.74	-26.64	-28.25	-26.33	242.03	239.69	
U1446	C	16	H	4	129	162.407	1084.47	-24.36	-25.28	-26.97	-26.90	-25.88	237.36	234.83	
U1446	C	16	H	5	25	162.717	1086.20	-26.37	-25.57	-27.50	-27.95	-26.85	247.34	245.32	
U1446	C	16	H	5	55	163.017	1087.88	-24.21	-24.90	-26.98	-27.60	-25.93	237.86	235.34	
U1446	C	16	H	5	85	163.317	1089.56	-24.16	-24.58	-24.26	-26.11	-24.78	226.07	223.51	
U1446	C	16	H	5	115	163.617	1091.24	-23.29	-22.90	-22.12	-23.49	-22.95	207.29	205.87	
U1446	C	16	H	6	3	163.917	1092.92	-22.23	-21.86	-21.98	-21.16	-21.81	195.52	195.53	
U1446	C	16	H	6	33	164.217	1094.60	-22.55	-22.55	-22.16	-21.78	-22.26	200.17	199.55	
U1446	C	16	H	6	63	164.517	1096.28	-23.59	-23.68	-24.22	-23.33	-23.71	215.05	212.98	
U1446	A	17	H	3	4 	164.519	1096.28	-23.20	-22.95	-24.14	-22.92	-23.30	210.88	209.13	
U1446	A	17	H	3	34 	164.819	1097.96	-23.46	-23.47	-24.31	-24.44	-23.92	217.25	215.04	
U1446	A	17	H	3	63 	165.109	1100.89	-23.82	-25.03	-25.90	-24.92	-24.92	227.48	224.89	
U1446	A	17	H	3	94 	165.419	1104.02	-24.11	-24.93	-25.13	-26.19	-25.09	229.29	226.68	
U1446	A	17	H	3	124 	165.719	1107.06	-23.72	-24.19	-27.54	-25.10	-25.14	229.73	227.12	
U1446	A	17	H	4	22 	166.099	1110.91	-23.57	-23.82	-25.28	-26.15	-24.70	225.29	222.74	
U1446	A	17	H	4	54 	166.419	1114.14	-23.54	-23.68	-23.18	-23.85	-23.56	213.56	211.60	
U1446	A	17	H	4	82 	166.699	1116.98	-23.10	-22.96	-22.87	-22.22	-22.79	205.60	204.35	
U1446	A	17	H	4	112 	166.999	1120.01	-21.37	-21.08	-20.90	-20.35	-20.93	186.48	187.94	
U1446	A	17	H	5	14 	167.319	1123.25	-21.91	-21.77	-21.55	-20.53	-21.44	191.72	192.30	
U1446	A	17	H	5	44 	167.619	1126.29	-22.23	-21.60	-21.39	-21.61	-21.71	194.51	194.66	
U1446	C	17	F	1	21	167.886	1129.00	-23.16	-23.09	-22.31	-21.94	-22.62	203.93	202.86	
U1446	C	17	F	1	51	168.186	1132.01	-23.30	-23.25	-23.45	-23.15	-23.29	210.72	208.98	
U1446	C	17	F	1	81	168.486	1135.02	-23.22	-23.69	-23.07	-23.18	-23.29	210.77	209.03	
U1446	C	17	F	1	111	168.786	1138.03	-22.81	-23.27	-22.91	-22.64	-22.91	206.84	205.46	
U1446	C	17	F	1	139	169.066	1140.84	-23.53	-24.16	-23.71	-24.24	-23.91	217.12	214.92	
U1446	C	17	F	2	27	169.386	1144.06	-23.00	-23.40	-23.25	-23.89	-23.39	211.75	209.92	
U1446	C	17	F	2	57	169.686	1147.07	-23.64	-25.00	-25.24	-25.52	-24.85	226.81	224.24	
U1446	C	17	F	2	87	169.986	1150.08	-23.76	-24.91	-25.24	-26.58	-25.12	229.62	227.01	
U1446	C	17	F	2	117	170.286	1153.10	-23.79	-25.41	-26.85	-27.66	-25.93	237.85	235.34	
U1446	C	17	F	3	10	170.586	1156.11	-24.91	-25.61	-26.67	-27.76	-26.24	241.05	238.66	
U1446	C	17	F	3	41	170.896	1159.22	-24.62	-26.06	-26.45	-28.21	-26.34	242.09	239.74	
U1446	A	17	H	8	28 	170.929	1159.52	-24.44	-25.59	-28.49	-27.97	-26.62	245.03	242.85	
U1446	C	17	F	3	70	171.186	1162.13	-24.31	-25.71	-26.79	-28.34	-26.29	241.58	239.21	
U1446	C	17	F	4	13	171.486	1165.14	-24.07	-25.52	-26.21	-28.69	-26.12	239.87	237.43	
U1446	A	17	H	8	89 	171.539	1165.65	-24.45	-27.06	-26.89	-27.87	-26.57	244.46	242.24	
U1446	A	17	H	CC	1 	171.809	1168.36	-24.18	-26.02	-26.58	-27.36	-26.03	238.98	236.50	
U1446	C	17	F	4	73	172.086	1171.17	-24.43	-26.68	-26.72	-28.24	-26.52	243.97	241.73	
U1446	A	17	H	CC	31 	172.109	1171.37	-24.63	-25.96	-26.88	-28.66	-26.53	244.08	241.84	
U1446	C	17	F	CCW	7	172.386	1174.18	-24.43	-26.20	-27.44	-29.09	-26.79	246.73	244.66	
U1446	C	17	F	CCW	22	172.536	1175.69	-24.51	-25.98	-26.85	-28.30	-26.41	242.83	240.52	
U1446	C	18	F	1	42	172.805	1178.40	-24.08	-25.10	-26.37	-26.55	-25.53	233.75	231.15	
U1446	C	18	F	1	72	173.105	1181.41	-24.47	-26.23	-27.55	-27.40	-26.41	242.86	240.56	
U1446	C	18	F	1	102	173.405	1184.42	-24.14	-25.00	-25.28	-27.92	-25.58	234.35	231.76	
U1446	C	18	F	1	132	173.705	1187.44	-24.89	-26.32	-25.18	-26.87	-25.82	236.73	234.19	
U1446	C	18	F	2	19	174.005	1190.45	-24.78	-25.30	-24.73	-24.88	-24.92	227.52	224.93	
U1446	C	18	F	2	49	174.305	1193.21	-24.61	-26.01	-23.97	-24.43	-24.76	225.83	223.27	
U1446	C	18	F	2	79	174.605	1195.40	-23.25	-23.69	-23.53	-23.42	-23.47	212.63	210.74	
U1446	C	18	F	2	109	174.905	1197.59	-23.86	-24.90	-23.53	-23.97	-24.07	218.75	216.46	
U1446	C	18	F	3	38	175.515	1202.04	-22.24	-22.32	-22.09	-22.21	-22.22	199.74	199.17	
U1446	C	18	F	3	68	175.815	1204.23	-22.03	-22.43	-21.77	-21.25	-21.87	196.18	196.10	
U1446	C	18	F	3	98	176.115	1206.42	-24.57	-25.92	-24.06	-23.98	-24.63	224.56	222.03	
U1446	A	18	H	3	46 	176.439	1208.75	-23.40	-23.85	-25.04	-22.75	-23.76	215.59	213.48	
U1446	A	18	H	3	73 	176.709	1210.72	-22.99	-25.12	-24.59	-22.12	-23.71	215.03	212.97	
U1446	A	18	H	3	106 	177.039	1213.13	-24.67	-25.17	-25.17	-24.93	-24.99	228.21	225.61	
U1446	A	18	H	4	8 	177.369	1215.54	-25.67	-26.00	-25.84	-26.67	-26.04	239.08	236.61	
U1446	A	18	H	4	38 	177.669	1217.73	-26.19	-27.45	-25.89	-27.19	-26.68	245.60	243.46	
U1446	A	18	H	4	68 	177.969	1219.92	-25.57	-27.01	-25.81	-26.79	-26.30	241.66	239.30	
U1446	A	18	H	4	98 	178.269	1222.11	-26.15	-27.10	-26.76	-26.95	-26.74	246.23	244.14	
U1446	A	18	H	4	128 	178.569	1224.30	-26.06	-27.53	-26.41	-27.31	-26.83	247.16	245.13	
U1446	A	18	H	5	18 	178.879	1226.56	-24.33	-25.28	-25.84	-27.90	-25.84	236.96	234.42	
U1446	A	18	H	5	48 	179.179	1228.75	-25.01	-26.23	-27.46	-27.42	-26.53	244.06	241.82	
U1446	A	18	H	5	78 	179.479	1230.94	-25.15	-24.82	-26.66	-28.44	-26.27	241.37	238.99	
U1446	A	18	H	5	108 	179.779	1233.13	-24.86	-26.39	-27.63	-27.11	-26.50	243.74	241.49	
U1446	A	18	H	6	37 	180.389	1237.59	-25.73	-24.86	-27.13	-26.79	-26.13	239.92	237.48	
U1446	A	18	H	6	67 	180.689	1239.78	-25.97	-25.84	-26.30	-26.77	-26.22	240.86	238.46	
U1446	A	18	H	6	96 	180.979	1241.89	-24.66	-27.54	-25.92	-27.41	-26.38	242.55	240.23	
U1446	A	18	H	6	128 	181.299	1244.23	-22.13	-22.78	-23.47	-21.49	-22.47	202.29	201.41	
U1446	A	18	H	7	21 	181.589	1246.35	-22.91	-22.58	-23.06	-20.91	-22.37	201.27	200.51	
U1446	A	18	H	7	51 	181.889	1248.54	-23.01	-24.79	-22.65	-25.71	-24.04	218.47	216.19	
U1446	A	18	H	7	81 	182.189	1250.73	-22.62	-24.48	-22.64	-24.27	-23.50	212.94	211.03	
U1446	A	18	H	8	10 	182.789	1259.08	-22.94	-23.39	-22.90	-21.93	-22.79	205.62	204.37	
U1446	A	18	H	8	40 	183.089	1263.32	-23.68	-24.22	-26.20	-24.78	-24.72	225.46	222.91	
U1446	A	18	H	8	70 	183.389	1267.55	-24.31	-24.97	-24.41	-26.35	-25.01	228.41	225.81	
U1446	A	18	H	9	21 	183.979	1275.87	-25.64	-25.64	-24.88	-26.04	-25.55	233.98	231.39	
U1446	A	18	H	9	51 	184.279	1280.10	-24.36	-24.77	-24.93	-25.99	-25.01	228.49	225.89	
U1446	C	20	F	1	1	184.488	1283.06	-23.82	-23.75	-23.66	-25.76	-24.25	220.62	218.24	
U1446	A	18	H	CC	16 	184.609	1284.76	-24.81	-25.49	-24.10	-25.45	-24.96	227.95	225.35	
U1446	C	20	F	1	22	184.698	1286.03	-24.35	-24.54	-23.69	-25.65	-24.56	223.82	221.32	
U1446	C	20	F	1	52	184.998	1290.26	-24.34	-24.84	-23.44	-24.80	-24.35	221.70	219.27	
U1446	C	20	F	1	82	185.298	1294.49	-23.55	-23.51	-22.51	-22.39	-22.99	207.65	206.19	
U1446	C	20	F	2	6	185.598	1298.72	-23.44	-23.61	-23.83	-22.23	-23.28	210.62	208.89	
U1446	C	20	F	2	36	185.898	1302.95	-23.84	-24.87	-23.07	-22.81	-23.65	214.46	212.43	
U1446	C	20	F	2	66	186.198	1307.18	-24.15	-25.06	-24.73	-25.32	-24.82	226.45	223.88	
U1446	C	20	F	2	96	186.498	1311.29	-23.72	-24.43	-24.07	-23.47	-23.92	217.24	215.03	
U1446	C	20	F	2	126	186.798	1313.98	-23.20	-24.25	-23.64	-25.11	-24.05	218.57	216.29	
U1446	C	20	F	3	22	187.108	1316.76	-23.58	-24.49	-24.83	-27.11	-25.00	228.37	225.77	
U1446	C	20	F	3	52	187.408	1319.45	-24.06	-24.93	-25.37	-27.42	-25.44	232.92	230.31	
U1446	C	20	F	3	82	187.708	1322.14	-24.07	-24.38	-25.08	-26.58	-25.03	228.62	226.01	
U1446	C	20	F	3	111	187.998	1324.75	-23.53	-23.45	-24.33	-24.78	-24.02	218.28	216.02	
U1446	A	19	F	2	47 	188.302	1327.53	-22.66	-22.13	-21.75	-21.11	-21.91	196.59	196.44	
U1446	A	19	F	2	77 	188.602	1330.22	-22.10	-21.74	-21.56	-19.88	-21.32	190.50	191.28	
U1446	A	19	F	2	107 	188.902	1332.91	-22.28	-22.54	-22.88	-21.47	-22.29	200.51	199.85	
U1446	A	19	F	2	137 	189.202	1335.60	-23.39	-23.48	-22.86	-22.65	-23.10	208.79	207.22	
U1446	A	19	F	3	27 	189.512	1338.38	-23.55	-23.77	-25.23	-23.58	-24.04	218.42	216.15	
U1446	A	19	F	3	57 	189.812	1341.07	-23.40	-24.28	-25.26	-24.70	-24.41	222.27	219.82	
U1446	A	19	F	3	87 	190.112	1343.76	-24.53	-26.50	-27.04	-28.40	-26.62	244.96	242.77	
U1446	A	19	F	4	35 	190.712	1349.14	-23.91	-24.82	-25.76	-27.88	-25.59	234.45	231.86	
U1446	C	21	F	1	44	190.98	1351.56	-23.67	-25.49	-25.80	-27.96	-25.73	235.89	233.32	
U1446	A	19	F	4	65 	191.012	1351.83	-23.38	-25.77	-24.76	-27.19	-25.28	231.19	228.57	
U1446	A	19	F	4	78 	191.142	1353.00	-23.60	-24.98	-26.13	-28.05	-25.69	235.43	232.86	
U1446	A	19	F	CC	11 	191.282	1354.25	-23.81	-24.74	-25.47	-27.15	-25.29	231.35	228.73	
U1446	C	21	F	1	74	191.28	1354.25	-23.84	-25.21	-25.68	-27.81	-25.64	234.88	232.29	
U1446	C	21	F	1	104	191.58	1356.41	-23.75	-24.72	-25.48	-27.68	-25.41	232.51	229.90	
U1446	C	21	F	1	134	191.88	1358.71	-24.34	-25.99	-25.63	-27.96	-25.98	238.42	235.92	
U1446	C	21	F	2	24	192.2	1361.09	-24.20	-25.46	-26.26	-28.02	-25.98	238.47	235.97	
U1446	C	21	F	2	54	192.5	1363.32	-24.09	-25.61	-25.72	-26.21	-25.41	232.53	229.92	
U1446	C	21	F	2	84	192.8	1365.55	-23.70	-24.56	-25.02	-24.62	-24.47	222.94	220.47	
U1446	C	21	F	2	114	193.1	1367.78	-23.80	-25.25	-25.90	-24.64	-24.90	227.27	224.69	
U1446	C	21	F	3	4	193.42	1370.16	-23.56	-24.05	-25.62	-23.63	-24.22	220.28	217.92	
U1446	C	21	F	3	34	193.72	1372.39	-23.95	-25.03	-26.05	-23.42	-24.61	224.36	221.84	
U1446	C	21	F	3	64	194.02	1374.55	-22.86	-24.02	-22.74	-22.45	-23.02	207.99	206.50	
U1446	C	21	F	3	94	194.32	1376.85	-21.75	-21.78	-21.06	-21.41	-21.50	192.35	192.83	
U1446	A	20	F	2	27 	194.323	1376.85	-22.04	-23.28	-21.97	-25.81	-23.27	210.61	208.88	
U1446	C	22	F	1	0	194.453	1377.82	-21.61	-21.61	-21.14	-20.81	-21.29	190.23	191.05	
U1446	A	20	F	2	65 	194.703	1379.67	-21.94	-22.84	-21.95	-21.67	-22.10	198.55	198.14	
U1446	C	22	F	1	30	194.753	1380.05	-22.47	-23.34	-22.73	-23.92	-23.12	208.98	207.40	
U1446	A	20	F	2	95 	195.003	1381.90	-22.66	-24.04	-22.37	-23.25	-23.08	208.62	207.07	
U1446	C	22	F	1	60	195.053	1382.28	-22.59	-22.95	-24.03	-21.92	-22.87	206.47	205.13	
U1446	A	20	F	2	122 	195.273	1383.91	-23.83	-24.77	-24.47	-24.48	-24.39	222.04	219.60	
U1446	C	22	F	1	90	195.353	1384.50	-22.71	-22.35	-25.85	-21.35	-23.07	208.46	206.92	
U1446	C	22	F	1	120	195.653	1386.73	-23.13	-23.42	-23.77	-23.08	-23.35	211.38	209.59	
U1446	C	22	F	2	30	196.163	1390.53	-23.20	-23.08	-25.15	-22.60	-23.51	213.00	211.08	
U1446	C	22	F	2	60	196.463	1392.76	-22.45	-23.93	-24.74	-24.00	-23.78	215.81	213.69	
U1446	C	22	F	2	90	196.763	1394.98	-24.04	-25.95	-25.66	-26.04	-25.42	232.66	230.05	
U1446	C	22	F	2	116	197.023	1396.92	-25.02	-26.66	-26.83	-27.42	-26.48	243.59	241.32	
U1446	C	22	F	3	15	197.323	1399.15	-24.54	-26.38	-26.97	-28.19	-26.52	243.97	241.73	
U1446	C	22	F	3	45	197.623	1401.38	-24.83	-26.20	-26.54	-27.20	-26.19	240.58	238.17	
U1446	A	21	F	1	1 	197.971	1403.98	-24.90	-27.01	-25.42	-27.94	-26.32	241.89	239.53	
U1446	A	21	F	1	31 	198.271	1406.21	-24.53	-26.44	-26.00	-27.55	-26.13	239.94	237.50	
U1446	A	21	F	1	61 	198.571	1408.44	-25.15	-24.94	-23.81	-25.22	-24.78	226.09	223.53	
U1446	A	21	F	1	91 	198.871	1410.67	-22.82	-23.76	-23.38	-22.84	-23.20	209.87	208.20	
U1446	A	21	F	1	121 	199.171	1412.90	-22.02	-22.60	-20.98	-22.35	-21.99	197.40	197.14	
U1446	A	21	F	2	6 	199.401	1414.61	-22.59	-23.55	-23.50	-23.13	-23.19	209.76	208.10	
U1446	A	21	F	2	36 	199.701	1418.38	-23.60	-24.44	-25.91	-22.13	-24.02	218.25	215.99	
U1446	A	21	F	2	38 	199.721	1418.66	-22.47	-23.91	-23.04	-22.71	-23.03	208.11	206.61	
U1446	A	21	F	2	65 	199.991	1422.53	-22.57	-23.00	-23.75	-23.14	-23.11	208.96	207.37	
U1446	A	21	F	2	96 	200.301	1426.96	-23.28	-23.46	-24.52	-25.57	-24.21	220.21	217.85	
U1446	A	21	F	2	126 	200.601	1431.25	-23.29	-24.87	-26.05	-26.30	-25.13	229.67	227.06	
U1446	A	21	F	3	8 	200.901	1435.54	-23.25	-24.36	-25.04	-27.67	-25.08	229.16	226.55	
U1446	A	21	F	3	38 	201.201	1439.83	-24.00	-24.70	-26.46	-26.61	-25.44	232.89	230.28	
U1446	A	21	F	4	1 	201.621	1445.83	-24.25	-25.33	-25.98	-26.21	-25.44	232.87	230.27	
U1446	A	21	F	4	31 	201.921	1450.12	-23.90	-25.11	-26.25	-27.96	-25.81	236.63	234.08	
U1446	A	21	F	4	87 	202.481	1453.91	-22.89	-24.32	-25.35	-24.84	-24.35	221.65	219.23	
U1446	A	21	F	CC	1 	202.531	1454.14	-23.27	-23.87	-24.60	-24.41	-24.04	218.44	216.17	
U1446	C	23	F	3	80	202.755	1455.18	-22.69	-23.22	-23.72	-22.18	-22.95	207.26	205.84	
U1446	C	23	F	3	110	203.055	1456.59	-22.65	-22.94	-24.34	-23.32	-23.31	210.97	209.21	
U1446	C	23	F	4	6	203.355	1458.01	-22.57	-23.36	-24.57	-22.82	-23.33	211.19	209.41	
U1446	C	23	F	4	36	203.655	1459.42	-23.75	-23.93	-26.04	-24.58	-24.57	223.97	221.46	
U1446	C	23	F	4	96	204.255	1461.31	-24.19	-24.62	-25.83	-24.89	-24.89	227.17	224.58	

