Time	Iso_tot	Iso_ice	Iso_do	Tsurf	Tdo	Ice_eas	Ice_nam	RSL
900.8	1.0042	0.4709	0.5333	-12.318	-2.3186	31.12	21.593	60.609
900.9	0.9994	0.4681	0.5313	-12.332	-2.3101	31.016	21.407	60.275
901	0.9951	0.4657	0.5294	-12.314	-2.3016	30.893	21.24	59.942
901.1	0.9911	0.4636	0.5275	-12.268	-2.2935	30.81	21.096	59.68
901.2	0.9869	0.4612	0.5257	-12.234	-2.2856	30.725	20.967	59.435
901.3	0.9827	0.4588	0.5239	-12.199	-2.2779	30.623	20.835	59.165
901.4	0.9788	0.4565	0.5223	-12.142	-2.2707	30.518	20.699	58.889
901.5	0.9749	0.4542	0.5207	-12.093	-2.2638	30.429	20.572	58.64
901.6	0.9708	0.4517	0.5191	-12.054	-2.2571	30.331	20.435	58.369
901.7	0.9671	0.4494	0.5177	-11.998	-2.2508	30.219	20.299	58.084
901.8	0.9633	0.447	0.5163	-11.946	-2.2446	30.119	20.171	57.823
901.9	0.9596	0.4447	0.5149	-11.895	-2.2387	30.008	20.053	57.558
902	0.9564	0.4428	0.5136	-11.806	-2.2331	29.915	19.928	57.307
902.1	0.9534	0.441	0.5124	-11.717	-2.2278	29.841	19.831	57.112
902.2	0.9504	0.4392	0.5112	-11.641	-2.2228	29.759	19.74	56.912
902.3	0.9477	0.4375	0.5102	-11.551	-2.2181	29.679	19.644	56.71
902.4	0.945	0.4359	0.5091	-11.472	-2.2135	29.609	19.564	56.537
902.5	0.9423	0.4342	0.5081	-11.414	-2.2091	29.542	19.479	56.363
902.6	0.9397	0.4326	0.5071	-11.356	-2.2047	29.468	19.396	56.182
902.7	0.9371	0.431	0.5061	-11.306	-2.2004	29.397	19.314	56.006
902.8	0.9345	0.4294	0.5051	-11.274	-2.1961	29.331	19.226	55.829
902.9	0.9319	0.4278	0.5041	-11.248	-2.1919	29.263	19.127	55.636
903	0.93	0.4268	0.5032	-11.187	-2.1877	29.191	19.045	55.46
903.1	0.9282	0.4259	0.5023	-11.129	-2.1838	29.149	18.99	55.349
903.2	0.9263	0.4249	0.5014	-11.083	-2.18	29.121	18.942	55.261
903.3	0.9245	0.424	0.5005	-11.047	-2.1762	29.081	18.89	55.155
903.4	0.9227	0.4231	0.4996	-11.024	-2.1724	29.038	18.846	55.055
903.5	0.9208	0.4221	0.4987	-11.017	-2.1685	28.998	18.793	54.949
903.6	0.919	0.4212	0.4978	-11.008	-2.1645	28.962	18.731	54.836
903.7	0.9172	0.4203	0.4969	-11.01	-2.1603	28.934	18.675	54.739
903.8	0.9152	0.4193	0.4959	-11.028	-2.156	28.898	18.619	54.633
903.9	0.9131	0.4183	0.4948	-11.051	-2.1514	28.854	18.561	54.515
904	0.9114	0.4177	0.4937	-11.045	-2.1466	28.806	18.512	54.405
904.1	0.9096	0.417	0.4926	-11.046	-2.1417	28.792	18.461	54.329
904.2	0.9076	0.4162	0.4914	-11.048	-2.1365	28.765	18.42	54.252
904.3	0.9055	0.4154	0.4901	-11.052	-2.1311	28.739	18.376	54.171
904.4	0.9032	0.4143	0.4889	-11.059	-2.1255	28.708	18.324	54.077
904.5	0.901	0.4135	0.4875	-11.056	-2.1197	28.664	18.274	53.967
904.6	0.8985	0.4124	0.4861	-11.054	-2.1137	28.617	18.23	53.863
904.7	0.896	0.4113	0.4847	-11.043	-2.1075	28.559	18.183	53.742
904.8	0.8934	0.4101	0.4833	-11.026	-2.1011	28.509	18.13	53.624
904.9	0.8907	0.409	0.4817	-11.004	-2.0943	28.451	18.079	53.499
905	0.888	0.4079	0.4801	-10.971	-2.0872	28.405	18.016	53.372
905.1	0.8855	0.4072	0.4783	-10.922	-2.0798	28.354	17.97	53.262
905.2	0.8825	0.406	0.4765	-10.885	-2.0719	28.319	17.928	53.173
905.3	0.8795	0.4049	0.4746	-10.842	-2.0637	28.267	17.875	53.052
905.4	0.8765	0.4038	0.4727	-10.788	-2.055	28.211	17.828	52.934
905.5	0.8732	0.4027	0.4705	-10.75	-2.0458	28.167	17.777	52.824
905.6	0.8699	0.4016	0.4683	-10.703	-2.0362	28.111	17.72	52.695
905.7	0.8664	0.4004	0.466	-10.666	-2.026	28.05	17.667	52.563
905.8	0.8628	0.3993	0.4635	-10.624	-2.0153	27.993	17.618	52.442
905.9	0.8588	0.3979	0.4609	-10.609	-2.0039	27.918	17.569	52.299
906	0.855	0.3968	0.4582	-10.571	-1.9921	27.833	17.52	52.145
906.1	0.851	0.3956	0.4554	-10.542	-1.9798	27.775	17.479	52.03
906.2	0.8472	0.3948	0.4524	-10.509	-1.9671	27.709	17.431	51.9
906.3	0.8431	0.3937	0.4494	-10.477	-1.954	27.645	17.401	51.791
906.4	0.8389	0.3925	0.4464	-10.448	-1.9407	27.578	17.365	51.673
906.5	0.8345	0.3913	0.4432	-10.43	-1.9272	27.501	17.323	51.537
906.6	0.8302	0.3901	0.4401	-10.409	-1.9133	27.417	17.29	51.402
906.7	0.8258	0.389	0.4368	-10.391	-1.8993	27.343	17.249	51.27
906.8	0.8213	0.3877	0.4336	-10.375	-1.8852	27.261	17.212	51.133
906.9	0.8166	0.3863	0.4303	-10.363	-1.871	27.177	17.164	50.981
907	0.8123	0.3852	0.4271	-10.331	-1.857	27.083	17.112	50.814
907.1	0.8078	0.3839	0.4239	-10.303	-1.8432	26.992	17.085	50.677
907.2	0.8034	0.3826	0.4208	-10.274	-1.8294	26.9	17.046	50.527
907.3	0.7991	0.3815	0.4176	-10.238	-1.8158	26.814	17.007	50.383
907.4	0.7946	0.3801	0.4145	-10.218	-1.8023	26.723	16.972	50.238
907.5	0.7904	0.379	0.4114	-10.182	-1.7889	26.627	16.928	50.077
907.6	0.7861	0.3777	0.4084	-10.156	-1.7756	26.545	16.882	49.93
907.7	0.782	0.3766	0.4054	-10.119	-1.7628	26.456	16.841	49.78
907.8	0.7781	0.3755	0.4026	-10.065	-1.7504	26.394	16.794	49.655
907.9	0.7747	0.3748	0.3999	-9.9863	-1.7388	26.346	16.751	49.549
908	0.7716	0.3742	0.3974	-9.9034	-1.728	26.313	16.723	49.48
908.1	0.7689	0.3738	0.3951	-9.8091	-1.718	26.293	16.702	49.434
908.2	0.7665	0.3734	0.3931	-9.7069	-1.709	26.31	16.665	49.411
908.3	0.7644	0.3731	0.3913	-9.6038	-1.7011	26.329	16.644	49.408
908.4	0.7628	0.3731	0.3897	-9.4909	-1.6943	26.341	16.632	49.408
908.5	0.7617	0.3733	0.3884	-9.3726	-1.6887	26.373	16.624	49.435
908.6	0.7608	0.3734	0.3874	-9.2574	-1.6843	26.425	16.622	49.492
908.7	0.7604	0.3737	0.3867	-9.1393	-1.6812	26.464	16.625	49.541
908.8	0.7605	0.3743	0.3862	-9.0214	-1.6793	26.521	16.631	49.614
908.9	0.761	0.3749	0.3861	-8.8984	-1.6785	26.603	16.634	49.711
909	0.7617	0.3756	0.3861	-8.8028	-1.6789	26.684	16.658	49.831
909.1	0.7629	0.3764	0.3865	-8.6924	-1.6804	26.76	16.669	49.931
909.2	0.7644	0.3773	0.3871	-8.603	-1.683	26.855	16.695	50.071
909.3	0.7662	0.3783	0.3879	-8.5164	-1.6867	26.945	16.716	50.199
909.4	0.7683	0.3793	0.389	-8.4491	-1.6912	27.039	16.75	50.346
909.5	0.7705	0.3803	0.3902	-8.3982	-1.6964	27.144	16.768	50.488
909.6	0.7731	0.3816	0.3915	-8.3351	-1.7023	27.238	16.797	50.629
909.7	0.776	0.3829	0.3931	-8.2824	-1.709	27.345	16.846	50.809
909.8	0.7789	0.3842	0.3947	-8.2561	-1.7161	27.45	16.898	50.989
909.9	0.7818	0.3854	0.3964	-8.2361	-1.7235	27.545	16.934	51.14
910	0.7847	0.3865	0.3982	-8.2335	-1.7311	27.625	16.98	51.284
910.1	0.7877	0.3878	0.3999	-8.229	-1.7389	27.726	17.003	51.428
910.2	0.7909	0.3891	0.4018	-8.2122	-1.7468	27.805	17.049	51.571
910.3	0.7941	0.3905	0.4036	-8.2	-1.7546	27.892	17.114	51.745
910.4	0.7974	0.3921	0.4053	-8.1838	-1.7622	27.986	17.166	51.913
910.5	0.8005	0.3935	0.407	-8.1723	-1.7696	28.086	17.229	52.101
910.6	0.8036	0.395	0.4086	-8.1676	-1.7765	28.176	17.293	52.277
910.7	0.8063	0.3963	0.41	-8.197	-1.7827	28.261	17.362	52.455
910.8	0.809	0.3977	0.4113	-8.2103	-1.7882	28.323	17.413	52.585
910.9	0.8113	0.3989	0.4124	-8.2451	-1.7929	28.399	17.481	52.751
911	0.8137	0.4005	0.4132	-8.271	-1.7967	28.456	17.544	52.889
911.1	0.8158	0.4019	0.4139	-8.312	-1.7996	28.53	17.615	53.055
911.2	0.8176	0.4033	0.4143	-8.3603	-1.8014	28.576	17.701	53.207
911.3	0.8192	0.4047	0.4145	-8.4206	-1.8022	28.642	17.764	53.356
911.4	0.8206	0.4061	0.4145	-8.4685	-1.8021	28.694	17.84	53.503
911.5	0.8218	0.4076	0.4142	-8.5279	-1.801	28.751	17.92	53.66
911.6	0.8226	0.4089	0.4137	-8.6092	-1.7989	28.821	17.987	53.818
911.7	0.8234	0.4103	0.4131	-8.6669	-1.7961	28.862	18.055	53.943
911.8	0.824	0.4117	0.4123	-8.7323	-1.7926	28.934	18.128	54.11
911.9	0.8245	0.4132	0.4113	-8.7881	-1.7885	29.002	18.193	54.263
912	0.8248	0.4145	0.4103	-8.8561	-1.7838	29.078	18.259	54.426
912.1	0.8248	0.4157	0.4091	-8.9258	-1.7788	29.141	18.323	54.572
912.2	0.8246	0.4167	0.4079	-8.9928	-1.7734	29.19	18.38	54.694
912.3	0.8241	0.4176	0.4065	-9.0652	-1.7676	29.229	18.442	54.81
912.4	0.8236	0.4185	0.4051	-9.1264	-1.7613	29.244	18.5	54.894
912.5	0.823	0.4194	0.4036	-9.1713	-1.7548	29.266	18.562	54.991
912.6	0.8223	0.4203	0.402	-9.223	-1.7478	29.277	18.641	55.095
912.7	0.821	0.4207	0.4003	-9.2871	-1.7404	29.288	18.706	55.182
912.8	0.8202	0.4217	0.3985	-9.3159	-1.7325	29.258	18.772	55.223
912.9	0.819	0.4224	0.3966	-9.3538	-1.7244	29.272	18.852	55.331
913	0.8178	0.4231	0.3947	-9.3782	-1.7163	29.25	18.936	55.402
913.1	0.8166	0.4237	0.3929	-9.3936	-1.7085	29.238	19.017	55.482
913.2	0.8154	0.4242	0.3912	-9.3941	-1.7009	29.226	19.081	55.541
913.3	0.8144	0.4248	0.3896	-9.3772	-1.6939	29.207	19.164	55.616
913.4	0.8137	0.4255	0.3882	-9.3241	-1.6876	29.194	19.246	55.695
913.5	0.813	0.4262	0.3868	-9.2808	-1.6819	29.183	19.349	55.8
913.6	0.8126	0.427	0.3856	-9.2054	-1.6766	29.178	19.42	55.876
913.7	0.8122	0.4277	0.3845	-9.1275	-1.6719	29.177	19.522	55.992
913.8	0.8123	0.4287	0.3836	-9.0314	-1.6677	29.179	19.616	56.103
913.9	0.8124	0.4297	0.3827	-8.9415	-1.664	29.187	19.728	56.24
914	0.8128	0.4308	0.382	-8.8521	-1.661	29.191	19.84	56.374
914.1	0.8137	0.4321	0.3816	-8.7428	-1.659	29.194	19.955	56.51
914.2	0.8152	0.4338	0.3814	-8.6283	-1.6581	29.221	20.094	56.701
914.3	0.817	0.4357	0.3813	-8.5368	-1.658	29.261	20.245	56.921
914.4	0.8192	0.4377	0.3815	-8.4518	-1.6588	29.297	20.401	57.14
914.5	0.8219	0.44	0.3819	-8.364	-1.6606	29.362	20.555	57.393
914.6	0.825	0.4425	0.3825	-8.301	-1.663	29.434	20.718	57.663
914.7	0.8284	0.4452	0.3832	-8.2506	-1.6662	29.508	20.913	57.972
914.8	0.8324	0.4482	0.3842	-8.2005	-1.6703	29.587	21.115	58.296
914.9	0.8368	0.4515	0.3853	-8.1686	-1.6752	29.682	21.351	58.676
915	0.8413	0.4546	0.3867	-8.1634	-1.6812	29.782	21.583	59.058
915.1	0.8462	0.4579	0.3883	-8.1746	-1.6882	29.887	21.795	59.423
915.2	0.8517	0.4616	0.3901	-8.1802	-1.6962	29.971	22.054	59.817
915.3	0.8578	0.4656	0.3922	-8.1881	-1.7052	30.1	22.303	60.252
915.4	0.8644	0.4699	0.3945	-8.1857	-1.7151	30.254	22.563	60.729
915.5	0.8715	0.4745	0.397	-8.1932	-1.726	30.42	22.862	61.262
915.6	0.8792	0.4795	0.3997	-8.1785	-1.7378	30.601	23.167	61.821
915.7	0.8873	0.4847	0.4026	-8.1717	-1.7506	30.814	23.49	62.438
915.8	0.8962	0.4904	0.4058	-8.1375	-1.7644	31.012	23.849	63.079
915.9	0.9052	0.496	0.4092	-8.1295	-1.779	31.237	24.229	63.775
916	0.9139	0.5012	0.4127	-8.1673	-1.7945	31.441	24.624	64.463
916.1	0.9227	0.5063	0.4164	-8.2215	-1.8105	31.605	24.997	65.081
916.2	0.9321	0.5118	0.4203	-8.2556	-1.8272	31.774	25.369	65.703
916.3	0.9413	0.5171	0.4242	-8.3323	-1.8443	31.951	25.768	66.365
916.4	0.9509	0.5227	0.4282	-8.3842	-1.8618	32.115	26.154	66.998
916.5	0.9612	0.5288	0.4324	-8.4161	-1.88	32.323	26.539	67.679
916.6	0.9721	0.5353	0.4368	-8.4164	-1.899	32.549	26.974	68.44
916.7	0.9831	0.5418	0.4413	-8.4222	-1.9186	32.789	27.433	69.244
916.8	0.9948	0.5489	0.4459	-8.4021	-1.9389	33.023	27.912	70.064
916.9	1.0068	0.5561	0.4507	-8.3764	-1.9596	33.293	28.398	70.933
917	1.0182	0.5626	0.4556	-8.4146	-1.9808	33.541	28.913	71.811
917.1	1.0299	0.5693	0.4606	-8.4429	-2.0026	33.748	29.388	72.595
917.2	1.0416	0.5759	0.4657	-8.4818	-2.0249	33.949	29.883	73.395
917.3	1.0535	0.5825	0.471	-8.5245	-2.0478	34.149	30.354	74.167
917.4	1.0653	0.5889	0.4764	-8.573	-2.0713	34.323	30.843	74.93
917.5	1.0771	0.5952	0.4819	-8.6417	-2.095	34.496	31.308	75.663
917.6	1.0895	0.6021	0.4874	-8.6624	-2.1193	34.707	31.737	76.4
917.7	1.1014	0.6084	0.493	-8.7284	-2.1436	34.933	32.192	77.182
917.8	1.1132	0.6146	0.4986	-8.8065	-2.1678	35.134	32.623	77.909
917.9	1.1246	0.6205	0.5041	-8.904	-2.1916	35.324	33.047	78.615
918	1.1351	0.6256	0.5095	-9.0704	-2.215	35.5	33.444	79.274
918.1	1.1457	0.6309	0.5148	-9.217	-2.2381	35.648	33.767	79.816
918.2	1.1558	0.6359	0.5199	-9.3876	-2.2604	35.809	34.089	80.371
918.3	1.1659	0.641	0.5249	-9.5314	-2.2821	35.948	34.422	80.915
918.4	1.1758	0.6461	0.5297	-9.6732	-2.3031	36.088	34.756	81.459
918.5	1.1851	0.6508	0.5343	-9.8321	-2.3231	36.225	35.085	81.995
918.6	1.1946	0.6558	0.5388	-9.95	-2.3425	36.334	35.4	82.483
918.7	1.2036	0.6605	0.5431	-10.082	-2.3614	36.465	35.746	83.032
918.8	1.2122	0.6649	0.5473	-10.211	-2.3795	36.578	36.063	83.526
918.9	1.2205	0.6692	0.5513	-10.326	-2.3969	36.702	36.345	83.992
919	1.2278	0.6727	0.5551	-10.489	-2.4136	36.818	36.596	84.414
919.1	1.2349	0.6761	0.5588	-10.627	-2.4297	36.893	36.821	84.759
919.2	1.2418	0.6794	0.5624	-10.762	-2.4451	36.947	37.062	85.099
919.3	1.2481	0.6823	0.5658	-10.893	-2.4599	36.993	37.302	85.427
919.4	1.2542	0.6851	0.5691	-11.006	-2.4742	37.043	37.5	85.714
919.5	1.2596	0.6874	0.5722	-11.147	-2.4879	37.101	37.676	85.983
919.6	1.2649	0.6896	0.5753	-11.264	-2.5011	37.151	37.8	86.182
919.7	1.2698	0.6916	0.5782	-11.367	-2.5138	37.194	37.928	86.379
919.8	1.2749	0.6939	0.581	-11.438	-2.5259	37.252	38.036	86.57
919.9	1.2798	0.6962	0.5836	-11.488	-2.5375	37.32	38.17	86.802
920	1.2836	0.6975	0.5861	-11.591	-2.5484	37.389	38.292	87.022
920.1	1.2867	0.6983	0.5884	-11.717	-2.5584	37.42	38.342	87.115
920.2	1.2895	0.6989	0.5906	-11.833	-2.5677	37.427	38.371	87.157
920.3	1.2918	0.6993	0.5925	-11.957	-2.5761	37.431	38.386	87.178
920.4	1.2936	0.6994	0.5942	-12.092	-2.5835	37.416	38.395	87.171
920.5	1.2952	0.6995	0.5957	-12.203	-2.5899	37.395	38.383	87.134
920.6	1.2966	0.6996	0.597	-12.302	-2.5956	37.387	38.374	87.114
920.7	1.2978	0.6997	0.5981	-12.374	-2.6004	37.37	38.356	87.073
920.8	1.2989	0.6999	0.599	-12.436	-2.6044	37.353	38.361	87.06
920.9	1.2998	0.7001	0.5997	-12.478	-2.6075	37.348	38.346	87.037
921	1.2995	0.6993	0.6002	-12.582	-2.6096	37.344	38.34	87.025
921.1	1.299	0.6985	0.6005	-12.674	-2.6107	37.306	38.274	86.905
921.2	1.2984	0.6979	0.6005	-12.737	-2.611	37.279	38.208	86.8
921.3	1.2977	0.6973	0.6004	-12.789	-2.6106	37.252	38.145	86.694
921.4	1.2969	0.6967	0.6002	-12.816	-2.6097	37.219	38.105	86.611
921.5	1.2961	0.6963	0.5998	-12.831	-2.608	37.196	38.06	86.533
921.6	1.2947	0.6954	0.5993	-12.868	-2.6055	37.164	38.025	86.457
921.7	1.2928	0.6943	0.5985	-12.908	-2.602	37.127	37.965	86.345
921.8	1.2909	0.6934	0.5975	-12.933	-2.5977	37.095	37.879	86.208
921.9	1.289	0.6926	0.5964	-12.94	-2.5928	37.072	37.8	86.092
922	1.2862	0.6912	0.595	-12.99	-2.5871	37.049	37.728	85.982
922.1	1.2832	0.6896	0.5936	-13.035	-2.5807	36.999	37.617	85.796
922.2	1.28	0.688	0.592	-13.072	-2.5737	36.942	37.511	85.609
922.3	1.2767	0.6865	0.5902	-13.111	-2.5661	36.882	37.416	85.43
922.4	1.2731	0.6848	0.5883	-13.151	-2.558	36.827	37.313	85.249
922.5	1.2691	0.6828	0.5863	-13.207	-2.5493	36.773	37.19	85.046
922.6	1.265	0.6807	0.5843	-13.253	-2.5403	36.719	37.044	84.816
922.7	1.2611	0.6789	0.5822	-13.266	-2.5313	36.658	36.898	84.578
922.8	1.2573	0.6771	0.5802	-13.258	-2.5227	36.598	36.78	84.374
922.9	1.2537	0.6753	0.5784	-13.22	-2.5146	36.545	36.668	84.183
923	1.2494	0.6729	0.5765	-13.226	-2.5066	36.5	36.562	84.01
923.1	1.2452	0.6705	0.5747	-13.221	-2.4989	36.425	36.412	83.752
923.2	1.2407	0.6677	0.573	-13.226	-2.4915	36.358	36.241	83.477
923.3	1.2362	0.6648	0.5714	-13.218	-2.4843	36.275	36.053	83.166
923.4	1.2318	0.662	0.5698	-13.197	-2.4775	36.183	35.875	82.856
923.5	1.2273	0.659	0.5683	-13.172	-2.4711	36.088	35.696	82.54
923.6	1.2228	0.6559	0.5669	-13.152	-2.4648	36.002	35.502	82.218
923.7	1.2185	0.6529	0.5656	-13.094	-2.4591	35.892	35.328	81.891
923.8	1.2145	0.6501	0.5644	-13.038	-2.4538	35.776	35.179	81.587
923.9	1.2108	0.6475	0.5633	-12.941	-2.4492	35.666	35.034	81.293
924	1.2065	0.6442	0.5623	-12.896	-2.4447	35.563	34.903	81.024
924.1	1.2023	0.6409	0.5614	-12.845	-2.4407	35.452	34.709	80.674
924.2	1.1983	0.6378	0.5605	-12.781	-2.437	35.329	34.514	80.308
924.3	1.1943	0.6346	0.5597	-12.726	-2.4335	35.213	34.33	79.963
924.4	1.1903	0.6313	0.559	-12.674	-2.4303	35.103	34.136	79.614
924.5	1.1869	0.6286	0.5583	-12.584	-2.4274	34.988	33.945	79.262
924.6	1.1837	0.6259	0.5578	-12.486	-2.425	34.889	33.793	78.973
924.7	1.1806	0.6233	0.5573	-12.384	-2.423	34.791	33.649	78.695
924.8	1.1775	0.6206	0.5569	-12.299	-2.4213	34.695	33.495	78.406
924.9	1.1746	0.618	0.5566	-12.204	-2.4199	34.587	33.328	78.091
925	1.1715	0.6153	0.5562	-12.132	-2.4184	34.494	33.173	77.806
925.1	1.1682	0.6123	0.5559	-12.078	-2.4169	34.385	33.003	77.484
925.2	1.1651	0.6096	0.5555	-12.018	-2.4153	34.257	32.858	77.17
925.3	1.1619	0.6068	0.5551	-11.968	-2.4137	34.121	32.722	76.858
925.4	1.1585	0.6038	0.5547	-11.934	-2.4119	33.984	32.57	76.526
925.5	1.155	0.6007	0.5543	-11.905	-2.4101	33.843	32.406	76.175
925.6	1.1512	0.5973	0.5539	-11.897	-2.4081	33.708	32.215	75.799
925.7	1.147	0.5936	0.5534	-11.926	-2.4059	33.543	32.021	75.387
925.8	1.1424	0.5896	0.5528	-11.965	-2.4033	33.352	31.795	74.908
925.9	1.1379	0.5858	0.5521	-12	-2.4005	33.141	31.584	74.422
926	1.1333	0.5819	0.5514	-12.026	-2.3973	32.936	31.378	73.95
926.1	1.1284	0.5779	0.5505	-12.072	-2.3934	32.711	31.187	73.472
926.2	1.1233	0.5738	0.5495	-12.111	-2.3892	32.485	30.986	72.98
926.3	1.1181	0.5696	0.5485	-12.144	-2.3847	32.255	30.776	72.474
926.4	1.1128	0.5654	0.5474	-12.172	-2.38	32.037	30.564	71.98
926.5	1.1073	0.561	0.5463	-12.208	-2.3751	31.816	30.35	71.48
926.6	1.1018	0.5567	0.5451	-12.218	-2.3701	31.59	30.128	70.964
926.7	1.0962	0.5523	0.5439	-12.234	-2.365	31.367	29.902	70.447
926.8	1.0904	0.5477	0.5427	-12.242	-2.3598	31.133	29.679	69.923
926.9	1.0844	0.5428	0.5416	-12.246	-2.3547	30.892	29.448	69.381
927	1.0785	0.5381	0.5404	-12.235	-2.3495	30.647	29.202	68.815
927.1	1.0723	0.5331	0.5392	-12.233	-2.3442	30.403	28.96	68.257
927.2	1.0658	0.5279	0.5379	-12.233	-2.3386	30.138	28.699	67.65
927.3	1.0595	0.5229	0.5366	-12.205	-2.333	29.855	28.441	67.029
927.4	1.0531	0.5178	0.5353	-12.182	-2.3273	29.575	28.195	66.424
927.5	1.0464	0.5124	0.534	-12.16	-2.3217	29.285	27.943	65.801
927.6	1.0398	0.5071	0.5327	-12.121	-2.316	28.993	27.681	65.164
927.7	1.0331	0.5017	0.5314	-12.087	-2.3103	28.688	27.43	64.524
927.8	1.0265	0.4964	0.5301	-12.039	-2.3048	28.381	27.181	63.885
927.9	1.0199	0.491	0.5289	-11.989	-2.2995	28.076	26.922	63.236
928	1.0137	0.486	0.5277	-11.91	-2.2943	27.759	26.67	62.582
928.1	1.0074	0.4809	0.5265	-11.849	-2.2891	27.457	26.441	61.971
928.2	1.0011	0.4758	0.5253	-11.778	-2.284	27.156	26.212	61.362
928.3	0.9948	0.4707	0.5241	-11.729	-2.2787	26.864	25.969	60.746
928.4	0.9887	0.4658	0.5229	-11.675	-2.2733	26.567	25.744	60.146
928.5	0.9825	0.4609	0.5216	-11.624	-2.2679	26.275	25.513	59.544
928.6	0.9761	0.4557	0.5204	-11.605	-2.2624	25.995	25.262	58.934
928.7	0.9698	0.4508	0.519	-11.594	-2.2567	25.706	25.003	58.305
928.8	0.9635	0.4458	0.5177	-11.58	-2.2508	25.419	24.747	57.68
928.9	0.9572	0.4409	0.5163	-11.581	-2.2449	25.136	24.495	57.065
929	0.9516	0.4366	0.515	-11.536	-2.2391	24.854	24.263	56.474
929.1	0.946	0.4323	0.5137	-11.499	-2.2334	24.592	24.072	55.952
929.2	0.9404	0.428	0.5124	-11.477	-2.2277	24.334	23.874	55.427
929.3	0.9347	0.4236	0.5111	-11.466	-2.222	24.08	23.665	54.895
929.4	0.929	0.4192	0.5098	-11.467	-2.2163	23.823	23.446	54.349
929.5	0.9234	0.4149	0.5085	-11.466	-2.2108	23.563	23.237	53.809
929.6	0.9177	0.4105	0.5072	-11.474	-2.2052	23.302	23.026	53.266
929.7	0.9124	0.4064	0.506	-11.466	-2.1999	23.044	22.814	52.726
929.8	0.907	0.4022	0.5048	-11.462	-2.1949	22.792	22.62	52.212
929.9	0.9014	0.3977	0.5037	-11.485	-2.1902	22.549	22.411	51.692
930	0.8966	0.3939	0.5027	-11.459	-2.1858	22.301	22.18	51.142
930.1	0.8918	0.39	0.5018	-11.426	-2.1818	22.084	21.993	50.677
930.2	0.8872	0.3862	0.501	-11.396	-2.1781	21.871	21.807	50.219
930.3	0.8827	0.3825	0.5002	-11.362	-2.1749	21.665	21.623	49.77
930.4	0.8782	0.3786	0.4996	-11.341	-2.172	21.447	21.443	49.312
930.5	0.8739	0.3749	0.499	-11.307	-2.1696	21.226	21.269	48.858
930.6	0.8697	0.3711	0.4986	-11.273	-2.1677	21.001	21.101	48.405
930.7	0.8656	0.3673	0.4983	-11.236	-2.1664	20.78	20.931	47.956
930.8	0.8617	0.3636	0.4981	-11.206	-2.1655	20.552	20.758	47.495
930.9	0.8576	0.3596	0.498	-11.194	-2.1651	20.317	20.587	47.029
931	0.8543	0.3563	0.498	-11.129	-2.1653	20.074	20.396	46.53
931.1	0.851	0.3529	0.4981	-11.077	-2.1657	19.877	20.244	46.127
931.2	0.8481	0.3498	0.4983	-11.004	-2.1666	19.673	20.086	45.712
931.3	0.8453	0.3467	0.4986	-10.933	-2.1679	19.48	19.946	45.329
931.4	0.8426	0.3436	0.499	-10.872	-2.1696	19.291	19.805	44.949
931.5	0.8399	0.3405	0.4994	-10.821	-2.1715	19.092	19.658	44.552
931.6	0.8374	0.3375	0.4999	-10.772	-2.1735	18.898	19.506	44.153
931.7	0.8348	0.3344	0.5004	-10.732	-2.1757	18.712	19.355	43.765
931.8	0.8323	0.3314	0.5009	-10.698	-2.178	18.516	19.198	43.361
931.9	0.8296	0.3282	0.5014	-10.698	-2.1801	18.32	19.055	42.971
932	0.8275	0.3256	0.5019	-10.667	-2.1822	18.121	18.881	42.541
932.1	0.8253	0.3229	0.5024	-10.64	-2.1842	17.948	18.763	42.206
932.2	0.8231	0.3203	0.5028	-10.625	-2.1859	17.783	18.633	41.866
932.3	0.821	0.3179	0.5031	-10.616	-2.1875	17.609	18.504	41.519
932.4	0.8188	0.3154	0.5034	-10.61	-2.1889	17.455	18.373	41.19
932.5	0.8163	0.3126	0.5037	-10.632	-2.19	17.295	18.238	40.851
932.6	0.814	0.3101	0.5039	-10.643	-2.191	17.124	18.093	40.488
932.7	0.8116	0.3075	0.5041	-10.672	-2.1918	16.971	17.957	40.156
932.8	0.8092	0.3049	0.5043	-10.707	-2.1924	16.817	17.809	39.809
932.9	0.8063	0.3019	0.5044	-10.78	-2.1929	16.671	17.657	39.465
933	0.8042	0.2997	0.5045	-10.793	-2.1934	16.523	17.472	39.083
933.1	0.8019	0.2973	0.5046	-10.827	-2.194	16.4	17.338	38.787
933.2	0.7997	0.2949	0.5048	-10.851	-2.1947	16.281	17.192	38.483
933.3	0.7976	0.2926	0.505	-10.88	-2.1957	16.163	17.05	38.183
933.4	0.7955	0.2902	0.5053	-10.901	-2.1968	16.048	16.895	37.873
933.5	0.7933	0.2877	0.5056	-10.946	-2.1981	15.936	16.755	37.583
933.6	0.7911	0.2852	0.5059	-10.991	-2.1995	15.815	16.595	37.26
933.7	0.7889	0.2827	0.5062	-11.035	-2.201	15.701	16.431	36.94
933.8	0.7867	0.2801	0.5066	-11.08	-2.2026	15.583	16.265	36.614
933.9	0.7842	0.2772	0.507	-11.139	-2.2043	15.463	16.093	36.278
934	0.7825	0.2751	0.5074	-11.148	-2.2063	15.35	15.899	35.924
934.1	0.7809	0.2729	0.508	-11.136	-2.2086	15.259	15.746	35.645
