Event	DateTime	Latitude	Longitude	Sample label	Depthsed	Depthcomp	Depthcompr	Depthcorrcr	HybridAge	AgeLisiec	AgeAhn	AgeKonijn	d18O	d13C
339-U1385E		37.5713	-10.1262	339-U1385E-5H-3,138-139	33.900	39.740	39.740	39.740	283.02	279.77	279.77	283.02	1.03	-0.60
339-U1385E		37.5713	-10.1262	339-U1385E-5H-3,140-141	33.920	39.760	39.760	39.760	283.16	279.89	279.89	283.16	1.04	-0.68
339-U1385E		37.5713	-10.1262	339-U1385E-5H-3,142-143	33.940	39.780	39.780	39.780	283.29	280.01	280.01	283.29	1.01	-0.81
339-U1385E		37.5713	-10.1262	339-U1385E-5H-3,144-145	33.960	39.800	39.800	39.800	283.43	280.13	280.13	283.43	0.93	-0.98
339-U1385E		37.5713	-10.1262	339-U1385E-5H-3,146-147	33.980	39.820	39.820	39.820	283.56	280.25	280.25	283.56	0.94	-0.72
339-U1385E		37.5713	-10.1262	339-U1385E-5H-3,148-149	34.000	39.840	39.840	39.840	283.70	280.37	280.37	283.70	1.06	-0.84
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,0-1	34.020	39.860	39.860	39.860	283.83	280.49	280.49	283.83	0.89	-0.78
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,2-3	34.040	39.880	39.880	39.880	283.97	280.62	280.62	283.97	1.01	-0.74
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,4-5	34.060	39.900	39.900	39.900	284.10	280.74	280.74	284.10	1.07	-0.70
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,6-7	34.080	39.920	39.920	39.920	284.24	280.86	280.86	284.24	1.09	-0.86
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,8-9	34.100	39.940	39.940	39.940	284.37	280.98	280.98	284.37	1.26	-0.67
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,10-11	34.120	39.960	39.960	39.960	284.51	281.10	281.10	284.51	0.99	-0.90
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,12-13	34.140	39.980	39.980	39.980	284.64	281.22	281.22	284.64	1.02	-0.88
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,14-15	34.160	40.000	40.000	40.000	284.78	281.34	281.34	284.78	0.83	-1.04
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,16-17	34.180	40.020	40.020	40.020	284.91	281.46	281.46	284.91	1.08	-1.03
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,18-19	34.200	40.040	40.040	40.040	285.05	281.58	281.58	285.05	1.09	-0.90
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,20-21	34.220	40.060	40.060	40.060	285.18	281.70	281.70	285.18	0.91	-0.97
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,22-23	34.240	40.080	40.080	40.080	285.32	281.82	281.82	285.32	1.01	-0.98
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,24-25	34.260	40.100	40.100	40.100	285.45	281.94	281.94	285.45	0.98	-0.76
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,26-27	34.280	40.120	40.120	40.120	285.59	282.06	282.06	285.59	1.07	-1.06
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,28-29	34.300	40.140	40.140	40.140	285.72	282.18	282.18	285.72	0.86	-0.93
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,30-31	34.320	40.160	40.160	40.160	285.86	282.31	282.31	285.86	0.96	-1.01
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,32-33	34.340	40.180	40.180	40.180	285.99	282.43	282.43	285.99	0.97	-0.95
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,34-35	34.360	40.200	40.200	40.200	286.12	282.55	282.55	286.12	0.86	-0.88
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,36-37	34.380	40.220	40.220	40.220	286.26	282.67	282.67	286.26	0.72	-0.99
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,38-39	34.400	40.240	40.240	40.240	286.39	282.79	282.79	286.39	0.79	-1.05
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,42-43	34.440	40.280	40.280	40.280	286.66	283.03	283.03	286.66	0.81	-1.09
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,44-45	34.460	40.300	40.300	40.300	286.80	283.15	283.15	286.80	0.83	-0.87
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,46-47	34.480	40.320	40.320	40.320	286.93	283.27	283.27	286.93	0.81	-0.95
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,48-49	34.500	40.340	40.340	40.340	287.07	283.39	283.39	287.07	0.71	-0.88
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,50-51	34.520	40.360	40.360	40.360	287.20	283.51	283.51	287.20	0.90	-0.96
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,52-53	34.540	40.380	40.380	40.380	287.34	283.63	283.63	287.34	0.73	-1.02
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,54-55	34.560	40.400	40.400	40.400	287.47	283.75	283.75	287.47	0.83	-1.13
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,56-57	34.580	40.420	40.420	40.420	287.61	283.87	283.87	287.61	0.91	-0.98
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,58-59	34.600	40.440	40.440	40.440	287.74	284.00	284.00	287.74	0.77	-1.03
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,60-61	34.620	40.460	40.460	40.460	287.88	284.12	284.12	287.88	0.72	-0.99
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,62-63	34.640	40.480	40.480	40.480	288.01	284.24	284.24	288.01	0.74	-1.21
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,64-65	34.660	40.500	40.500	40.500	288.15	284.36	284.36	288.15	0.84	-0.96
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,66-67	34.680	40.520	40.520	40.520	288.28	284.48	284.48	288.28	0.62	-1.34
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,68-69	34.700	40.540	40.540	40.540	288.42	284.60	284.60	288.42	0.65	-1.17
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,70-71	34.720	40.560	40.560	40.560	288.55	284.72	284.72	288.55	0.65	-0.99
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,72-73	34.740	40.580	40.580	40.580	288.69	284.86	284.86	288.69	0.61	-0.84
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,74-75	34.760	40.600	40.600	40.600	288.82	284.99	284.99	288.82	0.70	-1.02
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,76-77	34.780	40.620	40.620	40.620	288.96	285.13	285.13	288.96	0.74	-0.92
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,78-79	34.800	40.640	40.640	40.640	289.09	285.27	285.27	289.09	0.59	-1.32
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,80-81	34.820	40.660	40.660	40.660	289.22	285.41	285.41	289.22	0.91	-0.79
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,82-83	34.840	40.680	40.680	40.680	289.34	285.54	285.54	289.34	0.79	-0.86
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,84-85	34.860	40.700	40.700	40.700	289.47	285.68	285.68	289.47	0.84	-1.15
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,86-87	34.880	40.720	40.720	40.720	289.59	285.82	285.82	289.59	0.81	-1.24
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,88-89	34.900	40.740	40.740	40.740	289.71	285.96	285.96	289.71	0.86	-1.00
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,90-91	34.920	40.760	40.760	40.760	289.84	286.09	286.09	289.84	0.81	-1.10
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,92-93	34.940	40.780	40.780	40.780	289.96	286.23	286.23	289.96	0.98	-0.78
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,94-95	34.960	40.800	40.800	40.800	290.08	286.37	286.37	290.08	0.89	-1.15
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,96-97	34.980	40.820	40.820	40.820	290.20	286.51	286.51	290.20	0.54	-1.29
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,98-99	35.000	40.840	40.840	40.840	290.33	286.64	286.64	290.33	0.79	-1.29
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,100-101	35.020	40.860	40.860	40.860	290.45	286.78	286.78	290.45	0.98	-1.03
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,102-103	35.040	40.880	40.880	40.880	290.57	286.92	286.92	290.57	0.62	-1.44
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,104-105	35.060	40.900	40.900	40.900	290.69	287.06	287.06	290.69	0.80	-1.21
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,106-107	35.080	40.920	40.920	40.920	290.82	287.19	287.19	290.82	1.56	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,108-109	35.100	40.940	40.940	40.940	290.94	287.33	287.33	290.94	1.67	-0.71
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,110-111	35.120	40.960	40.960	40.960	291.06	287.47	287.47	291.06	1.53	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,112-113	35.140	40.980	40.980	40.980	291.19	287.61	287.61	291.19	1.98	-0.59
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,114-115	35.160	41.000	41.000	41.000	291.31	287.74	287.74	291.31	1.97	-0.60
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,116-117	35.180	41.020	41.020	41.020	291.43	287.88	287.88	291.43	1.98	-0.64
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,118-119	35.200	41.040	41.040	41.040	291.55	288.02	288.02	291.55	1.95	-0.80
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,120-121	35.220	41.060	41.060	41.060	291.68	288.16	288.16	291.68	2.12	-0.62
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,122-123	35.240	41.080	41.080	41.080	291.80	288.29	288.29	291.80	2.00	-0.83
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,124-125	35.260	41.100	41.100	41.100	291.92	288.43	288.43	291.92	2.08	-0.90
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,126-127	35.280	41.120	41.120	41.120	292.04	288.57	288.57	292.04	1.81	-0.72
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,128-129	35.300	41.140	41.140	41.140	292.17	288.71	288.71	292.17	2.03	-0.89
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,130-131	35.320	41.160	41.160	41.160	292.29	288.84	288.84	292.29	1.99	-0.62
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,132-133	35.340	41.180	41.180	41.180	292.41	288.98	288.98	292.41	1.81	-0.87
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,134-135	35.360	41.200	41.200	41.200	292.54	289.12	289.12	292.54	1.77	-1.10
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,136-137	35.380	41.220	41.220	41.220	292.66	289.25	289.25	292.66	2.01	-0.83
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,138-139	35.400	41.240	41.240	41.240	292.78	289.39	289.39	292.78	2.15	-0.94
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,140-141	35.420	41.260	41.260	41.260	292.90	289.53	289.53	292.90	2.21	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,142-143	35.440	41.280	41.280	41.280	293.03	289.67	289.67	293.03	1.71	-0.81
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,144-145	35.460	41.300	41.300	41.300	293.15	289.80	289.80	293.15	1.53	-1.04
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,146-147	35.480	41.320	41.320	41.320	293.27	289.94	289.94	293.27	1.82	-1.01
339-U1385E		37.5713	-10.1262	339-U1385E-5H-4,148-149	35.500	41.340	41.340	41.340	293.39	290.08	290.08	293.39	1.71	-0.78
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,0-1	35.530	41.370	41.370	41.370	293.58	290.29	290.29	293.58	2.11	-0.96
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,2-4	35.550	41.390	41.390	41.390	293.70	290.42	290.42	293.70	2.00	-0.89
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,4-6	35.570	41.410	41.410	41.410	293.82	290.56	290.56	293.82	1.94	-0.92
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,6-8	35.590	41.430	41.430	41.430	293.95	290.70	290.70	293.95	2.05	-1.02
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,8-10	35.610	41.450	41.450	41.450	294.07	290.84	290.84	294.07	2.08	-0.98
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,10-12	35.630	41.470	41.470	41.470	294.19	290.97	290.97	294.19	2.00	-1.02
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,12-14	35.650	41.490	41.490	41.490	294.32	291.11	291.11	294.32	1.99	-0.94
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,14-16	35.670	41.510	41.510	41.510	294.44	291.25	291.25	294.44	1.71	-1.05
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,16-18	35.690	41.530	41.530	41.530	294.56	291.38	291.38	294.56	1.45	-1.04
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,18-19	35.710	41.550	41.550	41.550	294.68	291.52	291.52	294.68	1.60	0.24
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,20-21	35.730	41.570	41.570	41.570	294.81	291.66	291.66	294.81	1.38	-1.14
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,22-23	35.750	41.590	41.590	41.590	294.93	291.80	291.80	294.93	1.89	-0.92
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,24-25	35.770	41.610	41.610	41.610	295.05	291.93	291.93	295.05	1.74	-1.20
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,26-27	35.790	41.630	41.630	41.630	295.17	292.07	292.07	295.17	1.76	-1.00
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,28-29	35.810	41.650	41.650	41.650	295.30	292.21	292.21	295.30	1.71	-1.09
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,30-31	35.830	41.670	41.670	41.670	295.42	292.35	292.35	295.42	1.48	-1.02
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,32-33	35.850	41.690	41.690	41.690	295.54	292.48	292.48	295.54	1.59	-1.16
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,34-35	35.870	41.710	41.710	41.710	295.67	292.62	292.62	295.67	1.38	-1.04
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,36-37	35.890	41.730	41.730	41.730	295.79	292.76	292.76	295.79	1.32	-1.22
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,38-39	35.910	41.750	41.750	41.750	295.91	292.90	292.90	295.91	1.63	-0.96
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,40-41	35.930	41.770	41.770	41.770	296.03	293.03	293.03	296.03	1.25	-0.96
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,42-43	35.950	41.790	41.790	41.790	296.16	293.17	293.17	296.16	1.30	-1.04
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,44-45	35.970	41.810	41.810	41.810	296.28	293.31	293.31	296.28	1.50	-1.03
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,46-47	35.990	41.830	41.830	41.830	296.40	293.45	293.45	296.40	1.36	-0.97
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,48-49	36.010	41.850	41.850	41.850	296.53	293.58	293.58	296.53	1.37	-1.16
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,50-51	36.030	41.870	41.870	41.870	296.65	293.72	293.72	296.65	1.37	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,52-53	36.050	41.890	41.890	41.890	296.77	293.86	293.86	296.77	1.46	-1.12
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,54-55	36.070	41.910	41.910	41.910	296.89	294.00	294.00	296.89	1.94	-0.89
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,56-57	36.090	41.930	41.930	41.930	297.02	294.13	294.13	297.02	1.79	-0.95
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,58-59	36.110	41.950	41.950	41.950	297.14	294.27	294.27	297.14	1.81	-0.94
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,60-61	36.130	41.970	41.970	41.970	297.26	294.41	294.41	297.26	1.25	-1.21
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,62-63	36.150	41.990	41.990	41.990	297.38	294.55	294.55	297.38	2.20	-0.76
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,64-65	36.170	42.010	42.010	42.010	297.51	294.68	294.68	297.51	1.88	-1.13
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,66-67	36.190	42.030	42.030	42.030	297.63	294.82	294.82	297.63	2.06	-1.32
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,68-69	36.210	42.050	42.050	42.050	297.75	294.96	294.96	297.75	1.55	-1.13
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,70-71	36.230	42.070	42.070	42.070	297.88	295.10	295.10	297.88	1.66	-1.03
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,72-73	36.250	42.090	42.090	42.090	298.00	295.23	295.23	298.00	1.56	-0.73
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,74-75	36.270	42.110	42.110	42.110	298.12	295.37	295.37	298.12	1.39	-1.32
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,76-77	36.290	42.130	42.130	42.130	298.24	295.49	295.49	298.24	1.48	-0.82
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,78-79	36.310	42.150	42.150	42.150	298.37	295.60	295.60	298.37	1.29	-1.09
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,80-81	36.330	42.170	42.170	42.170	298.49	295.72	295.72	298.49	1.40	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,82-83	36.350	42.190	42.190	42.190	298.61	295.83	295.83	298.61	1.54	-1.06
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,84-85	36.370	42.210	42.210	42.210	298.73	295.95	295.95	298.73	1.27	-1.10
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,86-87	36.390	42.230	42.230	42.230	298.86	296.07	296.07	298.86	1.29	-1.13
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,88-89	36.410	42.250	42.250	42.250	298.98	296.18	296.18	298.98	1.52	-0.99
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,90-91	36.430	42.270	42.270	42.270	299.10	296.30	296.30	299.10	1.33	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,92-93	36.450	42.290	42.290	42.290	299.23	296.42	296.42	299.23	1.11	-1.11
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,94-95	36.470	42.310	42.310	42.310	299.35	296.53	296.53	299.35	1.17	-0.92
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,96-97	36.490	42.330	42.330	42.330	299.47	296.65	296.65	299.47	1.24	-0.83
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,98-99	36.510	42.350	42.350	42.350	299.59	296.76	296.76	299.59	1.22	-1.15
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,102-103	36.550	42.390	42.390	42.390	299.84	297.00	297.00	299.84	1.33	-1.17
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,104-105	36.570	42.410	42.410	42.410	299.96	297.11	297.11	299.96	1.08	-0.99
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,106-107	36.590	42.430	42.430	42.430	300.08	297.23	297.23	300.08	1.17	-0.98
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,108-109	36.610	42.450	42.450	42.450	300.21	297.35	297.35	300.21	1.14	-0.91
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,110-111	36.630	42.470	42.470	42.470	300.33	297.46	297.46	300.33	1.09	-0.96
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,112-113	36.650	42.490	42.490	42.490	300.45	297.58	297.58	300.45	1.52	-0.72
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,114-115	36.670	42.510	42.510	42.510	300.58	297.69	297.69	300.58	1.28	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,116-117	36.690	42.530	42.530	42.530	300.70	297.81	297.81	300.70	1.14	-0.94
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,118-119	36.710	42.550	42.550	42.550	300.82	297.93	297.93	300.82	1.41	-1.08
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,120-121	36.730	42.570	42.570	42.570	300.94	298.04	298.04	300.94	2.05	-0.68
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,122-123	36.750	42.590	42.590	42.590	301.07	298.16	298.16	301.07	2.37	-0.58
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,124-125	36.770	42.610	42.610	42.610	301.19	298.27	298.27	301.19	1.88	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,126-127	36.790	42.630	42.630	42.630	301.31	298.39	298.39	301.31	1.37	-1.02
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,128-129	36.810	42.650	42.650	42.650	301.44	298.51	298.51	301.44	1.37	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,130-131	36.830	42.670	42.670	42.670	301.56	298.62	298.62	301.56	1.23	-0.87
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,132-133	36.850	42.690	42.690	42.690	301.68	298.74	298.74	301.68	1.38	-0.89
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,134-135	36.870	42.710	42.710	42.710	301.80	298.86	298.86	301.80	1.28	-1.04
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,136-137	36.890	42.730	42.730	42.730	301.93	298.97	298.97	301.93	1.27	-0.86
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,138-139	36.910	42.750	42.750	42.750	302.05	299.09	299.09	302.05	2.06	-0.61
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,140-141	36.930	42.770	42.770	42.770	302.17	299.20	299.20	302.17	1.28	-0.67
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,142-143	36.950	42.790	42.790	42.790	302.29	299.32	299.32	302.29	1.72	-0.63
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,144-145	36.970	42.810	42.810	42.810	302.42	299.44	299.44	302.42	1.17	-0.92
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,146-147	36.990	42.830	42.830	42.830	302.54	299.55	299.55	302.54	1.58	-0.70
339-U1385E		37.5713	-10.1262	339-U1385E-5H-5,148-149	37.010	42.850	42.850	42.850	302.66	299.67	299.67	302.66	1.15	-1.02
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,0-1	37.040	42.880	42.880	42.880	302.85	299.84	299.84	302.85	1.59	-0.13
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,2-4	37.060	42.900	42.900	42.900	302.97	299.96	299.96	302.97	0.89	-1.01
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,4-6	37.080	42.920	42.920	42.920	303.09	300.08	300.08	303.09	1.18	-0.80
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,6-8	37.100	42.940	42.940	42.940	303.21	300.19	300.19	303.21	0.86	-0.86
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,8-10	37.120	42.960	42.960	42.960	303.34	300.31	300.31	303.34	0.96	-0.90
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,10-11	37.140	42.980	42.980	42.980	303.46	300.42	300.42	303.46	1.06	-1.24
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,12-14	37.160	43.000	43.000	43.000	303.58	300.54	300.54	303.58	0.98	-0.91
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,14-16	37.180	43.020	43.020	43.020	303.71	300.66	300.66	303.71	1.29	-0.56
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,16-18	37.200	43.040	43.040	43.040	303.83	300.77	300.77	303.83	0.87	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,18-20	37.220	43.060	43.060	43.060	303.95	300.89	300.89	303.95	1.06	-0.68
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,20-21	37.240	43.080	43.080	43.080	304.07	301.01	301.01	304.07	0.97	-0.85
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,22-24	37.260	43.100	43.100	43.100	304.20	301.12	301.12	304.20	0.99	-0.81
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,24-26	37.280	43.120	43.120	43.120	304.32	301.24	301.24	304.32	1.03	-0.72
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,26-28	37.300	43.140	43.140	43.140	304.44	301.35	301.35	304.44	0.85	-0.91
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,28-30	37.320	43.160	43.160	43.160	304.57	301.47	301.47	304.57	1.05	-0.91
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,30-32	37.340	43.180	43.180	43.180	304.69	301.59	301.59	304.69	1.15	-0.76
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,32-34	37.360	43.200	43.200	43.200	304.81	301.70	301.70	304.81	0.84	-0.98
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,34-36	37.380	43.220	43.220	43.220	304.93	301.82	301.82	304.93	0.91	-0.79
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,36-38	37.400	43.240	43.240	43.240	305.06	301.93	301.93	305.06	0.84	-1.08
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,38-40	37.420	43.260	43.260	43.260	305.18	302.05	302.05	305.18	1.03	-0.81
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,40-41	37.440	43.280	43.280	43.280	305.30	302.17	302.17	305.30	0.90	-0.89
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,42-44	37.460	43.300	43.300	43.300	305.42	302.28	302.28	305.42	1.14	-0.95
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,44-46	37.480	43.320	43.320	43.320	305.55	302.40	302.40	305.55	1.53	-0.62
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,46-48	37.500	43.340	43.340	43.340	305.67	302.52	302.52	305.67	1.37	-0.78
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,48-50	37.520	43.360	43.360	43.360	305.79	302.63	302.63	305.79	1.25	-0.81
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,50-52	37.540	43.380	43.380	43.380	305.92	302.75	302.75	305.92	1.24	-0.82
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,52-53	37.560	43.400	43.400	43.400	306.04	302.86	302.86	306.04	1.99	-0.51
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,54-55	37.580	43.420	43.420	43.420	306.16	302.98	302.98	306.16	1.84	-0.65
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,56-57	37.600	43.440	43.440	43.440	306.28	303.10	303.10	306.28	1.91	-0.63
339-U1385E		37.5713	-10.1262	339-U1385E-5H-6,58-59	37.620	43.460	43.460	43.460	306.41	303.21	303.21	306.41	1.93	-0.62
339-U1385D		37.5713	-10.1259	339-U1385D-5H-4,60-61	40.520	43.530	43.530	43.470	306.47	303.27	303.27	306.47	2.01	-0.78
