Age (Ma)	Global mean SST (oC) hi-res area weighted	SST +1stdev	SST -1stdev	Global mean SST (oC) lo-res weighted	lo-res SST +1stdev	lo-res SST -1stdev	Global mean surface temp (GMST) (oC) area weighted	GMST +1stdev	GMST -1stdev
3.435	2.25	2.84	1.66	2.30	2.70	1.91	3.38	4.32	2.44
3.436	2.32	2.89	1.76	2.34	2.73	1.95	3.48	4.39	2.57
3.437	2.35	2.92	1.78	2.35	2.74	1.96	3.52	4.44	2.60
3.438	2.36	2.94	1.77	2.35	2.75	1.96	3.53	4.47	2.60
3.439	2.43	2.99	1.86	2.35	2.74	1.95	3.64	4.55	2.73
3.44	2.52	3.09	1.95	2.35	2.75	1.95	3.75	4.67	2.84
3.441	2.33	2.94	1.73	2.33	2.73	1.93	3.51	4.48	2.54
3.442	2.35	2.92	1.77	2.33	2.73	1.93	3.52	4.44	2.60
3.443	2.29	2.86	1.73	2.30	2.69	1.91	3.44	4.35	2.54
3.444	2.22	2.78	1.67	2.26	2.65	1.88	3.34	4.24	2.45
3.445	2.37	2.91	1.84	2.32	2.71	1.94	3.54	4.40	2.68
3.446	2.39	2.94	1.84	2.34	2.72	1.95	3.55	4.44	2.66
3.447	2.42	2.97	1.87	2.35	2.73	1.96	3.58	4.47	2.70
3.448	2.49	3.03	1.94	2.36	2.75	1.97	3.67	4.55	2.79
3.449	2.50	3.06	1.95	2.36	2.75	1.97	3.69	4.58	2.80
3.45	2.44	2.99	1.88	2.31	2.70	1.93	3.60	4.50	2.69
3.451	2.44	2.99	1.88	2.30	2.69	1.92	3.60	4.50	2.69
3.452	2.42	2.98	1.86	2.29	2.67	1.90	3.58	4.48	2.68
3.453	2.40	2.97	1.84	2.27	2.66	1.88	3.55	4.46	2.64
3.454	2.42	2.99	1.85	2.27	2.66	1.89	3.57	4.49	2.65
3.455	2.42	2.98	1.85	2.28	2.67	1.89	3.57	4.48	2.66
3.456	2.44	3.01	1.88	2.28	2.67	1.90	3.60	4.51	2.70
3.457	2.49	3.04	1.94	2.31	2.69	1.93	3.66	4.55	2.77
3.458	2.52	3.05	1.99	2.33	2.71	1.95	3.71	4.57	2.84
3.459	2.58	3.12	2.04	2.37	2.75	1.98	3.79	4.66	2.92
3.46	2.51	3.06	1.97	2.33	2.71	1.94	3.69	4.57	2.82
3.461	2.45	3.02	1.88	2.28	2.67	1.89	3.61	4.52	2.69
3.462	2.43	3.00	1.85	2.23	2.62	1.84	3.57	4.49	2.64
3.463	2.38	2.96	1.81	2.20	2.60	1.81	3.50	4.43	2.58
3.464	2.34	2.92	1.76	2.18	2.57	1.79	3.45	4.37	2.52
3.465	2.23	2.77	1.69	2.15	2.54	1.75	3.30	4.17	2.42
3.466	2.20	2.78	1.63	2.12	2.51	1.73	3.26	4.18	2.35
3.467	1.97	2.51	1.43	2.11	2.49	1.72	2.94	3.81	2.07
3.468	2.20	2.76	1.64	2.12	2.50	1.73	3.25	4.16	2.35
3.469	2.25	2.80	1.69	2.14	2.52	1.76	3.31	4.21	2.42
3.47	2.23	2.78	1.68	2.15	2.53	1.78	3.29	4.18	2.41
3.471	2.31	2.86	1.76	2.18	2.55	1.80	3.41	4.30	2.52
3.472	2.36	2.90	1.82	2.20	2.57	1.83	3.47	4.34	2.60
3.473	2.44	2.97	1.90	2.24	2.61	1.87	3.58	4.44	2.71
3.474	2.43	2.96	1.90	2.25	2.61	1.88	3.57	4.44	2.71
3.475	2.50	3.03	1.96	2.30	2.66	1.93	3.66	4.53	2.80
3.476	2.67	3.23	2.11	2.35	2.72	1.98	3.90	4.80	2.99
3.477	2.72	3.23	2.20	2.38	2.75	2.02	3.96	4.80	3.12
3.478	2.79	3.36	2.23	2.42	2.78	2.05	4.06	4.97	3.16
3.479	2.66	3.20	2.12	2.42	2.78	2.05	3.89	4.76	3.02
3.48	2.80	3.36	2.24	2.44	2.80	2.08	4.08	4.98	3.18
3.481	2.78	3.41	2.16	2.43	2.80	2.05	4.06	5.06	3.07
3.482	2.77	3.39	2.15	2.43	2.80	2.06	4.04	5.04	3.05
3.483	2.79	3.41	2.16	2.44	2.81	2.07	4.06	5.05	3.07
3.484	2.79	3.42	2.17	2.45	2.82	2.07	4.07	5.07	3.07
3.485	2.79	3.43	2.16	2.45	2.82	2.08	4.06	5.07	3.05
3.486	2.79	3.43	2.15	2.45	2.83	2.08	4.06	5.08	3.04
3.487	2.85	3.49	2.22	2.49	2.86	2.11	4.13	5.14	3.13
3.488	2.84	3.47	2.20	2.48	2.85	2.11	4.11	5.12	3.10
3.489	2.88	3.51	2.25	2.49	2.86	2.12	4.17	5.17	3.16
3.49	2.87	3.48	2.27	2.51	2.88	2.14	4.16	5.13	3.19
3.491	2.97	3.58	2.36	2.52	2.89	2.15	4.28	5.25	3.31
3.492	2.96	3.54	2.39	2.53	2.90	2.17	4.27	5.19	3.34
3.493	2.97	3.56	2.38	2.55	2.91	2.19	4.28	5.22	3.33
3.494	2.96	3.54	2.37	2.54	2.90	2.18	4.26	5.19	3.33
3.495	2.95	3.53	2.38	2.54	2.90	2.18	4.26	5.19	3.33
3.496	2.96	3.53	2.40	2.54	2.90	2.19	4.27	5.19	3.36
3.497	2.97	3.54	2.39	2.53	2.90	2.17	4.28	5.20	3.35
3.498	2.93	3.52	2.35	2.52	2.88	2.15	4.24	5.17	3.30
3.499	2.93	3.53	2.33	2.52	2.89	2.15	4.24	5.20	3.27
3.5	2.78	3.37	2.20	2.53	2.90	2.15	4.05	4.99	3.11
3.501	2.94	3.56	2.32	2.52	2.90	2.15	4.25	5.24	3.26
3.502	2.91	3.52	2.29	2.51	2.88	2.14	4.21	5.19	3.23
3.503	2.86	3.47	2.26	2.50	2.87	2.13	4.16	5.12	3.19
3.504	2.86	3.47	2.24	2.49	2.85	2.12	4.15	5.13	3.17
3.505	2.83	3.44	2.22	2.47	2.84	2.11	4.12	5.09	3.14
3.506	2.80	3.43	2.17	2.46	2.83	2.09	4.08	5.09	3.08
3.507	2.76	3.41	2.11	2.44	2.81	2.06	4.03	5.06	3.00
3.508	2.70	3.37	2.04	2.41	2.79	2.02	3.95	5.01	2.90
3.509	2.66	3.33	1.99	2.39	2.77	2.00	3.90	4.97	2.83
3.51	2.63	3.31	1.95	2.37	2.76	1.99	3.86	4.93	2.78
3.511	2.56	3.26	1.87	2.32	2.71	1.93	3.77	4.87	2.68
3.512	2.35	3.05	1.65	2.30	2.69	1.91	3.50	4.60	2.39
3.513	2.34	3.04	1.65	2.30	2.69	1.91	3.49	4.59	2.38
3.514	2.36	3.05	1.66	2.30	2.70	1.91	3.50	4.61	2.40
3.515	2.36	3.05	1.67	2.30	2.70	1.91	3.51	4.60	2.42
3.516	2.36	3.05	1.68	2.30	2.69	1.91	3.51	4.59	2.43
3.517	2.34	3.02	1.66	2.29	2.68	1.90	3.48	4.55	2.40
3.518	2.32	3.00	1.64	2.29	2.68	1.90	3.45	4.53	2.38
3.519	2.42	3.13	1.71	2.30	2.69	1.91	3.59	4.71	2.46
3.52	2.47	3.18	1.75	2.32	2.72	1.93	3.65	4.78	2.51
3.521	2.49	3.19	1.78	2.34	2.73	1.95	3.67	4.79	2.56
3.522	2.49	3.19	1.79	2.35	2.74	1.96	3.68	4.78	2.58
3.523	2.50	3.19	1.82	2.36	2.75	1.97	3.70	4.79	2.62
3.524	2.54	3.22	1.85	2.39	2.78	2.00	3.75	4.83	2.67
3.525	2.61	3.30	1.91	2.42	2.81	2.03	3.84	4.94	2.74
3.526	2.62	3.29	1.96	2.43	2.83	2.04	3.87	4.92	2.82
3.527	2.59	3.28	1.89	2.43	2.83	2.03	3.82	4.92	2.72
3.528	2.63	3.33	1.94	2.45	2.85	2.06	3.88	4.98	2.78
3.529	2.75	3.42	2.09	2.47	2.87	2.07	4.04	5.09	2.99
3.53	2.64	3.34	1.94	2.47	2.87	2.06	3.90	5.00	2.80
3.531	2.62	3.31	1.93	2.46	2.86	2.06	3.87	4.96	2.78
3.532	2.61	3.29	1.92	2.46	2.86	2.06	3.85	4.94	2.77
3.533	2.56	3.23	1.89	2.46	2.86	2.06	3.79	4.85	2.73
3.534	2.55	3.22	1.89	2.46	2.86	2.06	3.77	4.82	2.72
3.535	2.54	3.19	1.88	2.46	2.86	2.05	3.75	4.79	2.70
3.536	2.57	3.20	1.95	2.43	2.83	2.04	3.79	4.78	2.80
3.537	2.43	2.99	1.87	2.39	2.78	2.00	3.60	4.50	2.69
3.538	2.47	3.08	1.86	2.37	2.76	1.98	3.64	4.62	2.67
3.539	2.42	3.03	1.81	2.34	2.72	1.96	3.58	4.55	2.61
3.54	2.36	2.96	1.76	2.32	2.70	1.95	3.50	4.46	2.54
3.541	2.41	3.04	1.78	2.32	2.70	1.94	3.56	4.56	2.56
3.542	2.42	3.05	1.80	2.31	2.69	1.93	3.58	4.57	2.58
3.543	2.44	3.07	1.81	2.33	2.71	1.95	3.59	4.60	2.59
3.544	2.48	3.12	1.84	2.35	2.74	1.97	3.65	4.66	2.64
3.545	2.57	3.20	1.95	2.37	2.76	1.99	3.77	4.76	2.78
3.546	2.52	3.15	1.90	2.38	2.77	2.00	3.70	4.69	2.71
3.547	2.53	3.13	1.92	2.40	2.79	2.02	3.70	4.66	2.73
3.548	2.54	3.16	1.92	2.40	2.79	2.01	3.71	4.70	2.72
3.549	2.54	3.14	1.93	2.40	2.79	2.02	3.70	4.67	2.73
3.55	2.54	3.14	1.94	2.41	2.79	2.02	3.70	4.66	2.75
3.551	2.58	3.18	1.99	2.43	2.81	2.04	3.76	4.71	2.81
3.552	2.57	3.15	1.98	2.42	2.81	2.04	3.74	4.68	2.80
3.553	2.60	3.20	2.00	2.43	2.83	2.04	3.79	4.75	2.82
3.554	2.58	3.18	1.99	2.43	2.82	2.04	3.77	4.72	2.82
3.555	2.55	3.13	1.97	2.42	2.81	2.03	3.72	4.66	2.79
3.556	2.61	3.17	2.06	2.41	2.79	2.02	3.81	4.71	2.91
3.557	2.59	3.12	2.06	2.39	2.77	2.01	3.78	4.64	2.92
3.558	2.70	3.33	2.07	2.34	2.72	1.96	3.93	4.93	2.93
3.559	2.45	3.01	1.90	2.32	2.71	1.94	3.60	4.50	2.71
3.56	2.47	3.01	1.94	2.32	2.71	1.94	3.64	4.50	2.77
3.561	2.44	3.01	1.87	2.31	2.69	1.93	3.59	4.50	2.68
3.562	2.50	3.08	1.92	2.31	2.70	1.93	3.67	4.60	2.74
3.563	2.44	3.04	1.84	2.28	2.67	1.89	3.58	4.54	2.62
3.564	2.46	3.03	1.89	2.29	2.68	1.90	3.61	4.53	2.70
3.565	2.49	3.05	1.93	2.28	2.67	1.90	3.65	4.55	2.74
3.566	2.43	2.97	1.88	2.28	2.67	1.90	3.56	4.45	2.68
3.567	2.49	3.07	1.92	2.30	2.68	1.91	3.65	4.58	2.72
3.568	2.55	3.12	1.98	2.32	2.71	1.93	3.73	4.64	2.82
3.569	2.49	3.08	1.91	2.31	2.69	1.92	3.66	4.60	2.72
3.57	2.52	3.09	1.95	2.33	2.72	1.95	3.69	4.61	2.78
3.571	2.59	3.17	2.02	2.36	2.74	1.97	3.79	4.72	2.86
3.572	2.61	3.19	2.03	2.37	2.75	1.98	3.81	4.74	2.88
3.573	2.56	3.13	2.00	2.37	2.75	1.99	3.75	4.66	2.84
3.574	2.57	3.14	1.99	2.36	2.74	1.98	3.75	4.68	2.83
3.575	2.54	3.12	1.97	2.36	2.73	1.98	3.72	4.65	2.80
3.576	2.47	3.03	1.91	2.34	2.71	1.96	3.63	4.53	2.73
3.577	2.41	2.96	1.87	2.32	2.69	1.95	3.55	4.43	2.67
3.578	2.38	2.93	1.84	2.31	2.68	1.95	3.51	4.39	2.62
3.579	2.36	2.91	1.81	2.31	2.67	1.94	3.47	4.36	2.59
3.58	2.34	2.89	1.79	2.31	2.67	1.95	3.45	4.33	2.56
3.581	2.32	2.87	1.77	2.30	2.66	1.94	3.42	4.31	2.54
3.582	2.31	2.87	1.76	2.30	2.66	1.95	3.42	4.32	2.53
3.583	2.35	2.91	1.79	2.32	2.68	1.97	3.48	4.38	2.58
3.584	2.44	3.01	1.88	2.37	2.73	2.02	3.61	4.51	2.70
3.585	2.50	3.07	1.93	2.40	2.76	2.05	3.69	4.61	2.78
3.586	2.43	2.97	1.88	2.38	2.73	2.03	3.59	4.48	2.71
3.587	2.51	3.05	1.96	2.44	2.81	2.07	3.70	4.59	2.82
3.588	2.61	3.18	2.04	2.48	2.85	2.11	3.85	4.77	2.93
3.589	2.71	3.30	2.11	2.53	2.90	2.15	3.97	4.93	3.02
3.59	2.72	3.33	2.12	2.54	2.91	2.16	4.00	4.97	3.03
3.591	2.72	3.33	2.11	2.54	2.92	2.16	4.00	4.97	3.02
3.592	2.77	3.37	2.18	2.55	2.93	2.17	4.06	5.02	3.11
3.593	2.70	3.26	2.14	2.50	2.88	2.13	3.96	4.86	3.06
3.594	2.71	3.31	2.11	2.52	2.90	2.14	3.98	4.94	3.02
3.595	2.75	3.37	2.12	2.55	2.94	2.15	4.02	5.02	3.03
3.596	2.66	3.26	2.07	2.52	2.92	2.13	3.91	4.86	2.96
3.597	2.70	3.30	2.10	2.54	2.93	2.14	3.96	4.92	3.00
3.598	2.75	3.36	2.13	2.56	2.96	2.16	4.01	4.99	3.03
3.599	2.83	3.46	2.21	2.60	3.00	2.19	4.12	5.11	3.12
3.6	2.86	3.47	2.24	2.62	3.02	2.22	4.14	5.12	3.16
3.601	2.93	3.56	2.30	2.61	3.01	2.21	4.24	5.25	3.24
3.602	2.96	3.59	2.32	2.61	3.01	2.21	4.27	5.28	3.26
3.603	2.95	3.59	2.31	2.65	3.05	2.26	4.26	5.28	3.24
3.604	3.03	3.66	2.40	2.69	3.08	2.30	4.36	5.36	3.36
3.605	3.04	3.67	2.41	2.69	3.08	2.30	4.38	5.38	3.38
3.606	3.03	3.66	2.40	2.68	3.07	2.30	4.37	5.37	3.37
3.607	3.00	3.62	2.38	2.66	3.04	2.28	4.33	5.32	3.34
3.608	2.98	3.61	2.36	2.65	3.03	2.27	4.32	5.31	3.32
3.609	2.98	3.61	2.35	2.65	3.03	2.27	4.31	5.31	3.31
3.61	2.96	3.60	2.32	2.64	3.03	2.26	4.30	5.31	3.28
3.611	2.95	3.59	2.30	2.64	3.02	2.25	4.28	5.30	3.26
3.612	2.91	3.55	2.28	2.63	3.02	2.25	4.24	5.25	3.23
3.613	2.94	3.58	2.31	2.62	3.01	2.23	4.27	5.29	3.26
3.614	2.75	3.36	2.14	2.60	2.99	2.20	4.02	5.00	3.05
3.615	2.85	3.52	2.18	2.58	2.99	2.17	4.15	5.21	3.09
3.616	2.51	3.15	1.87	2.57	2.98	2.16	3.71	4.74	2.69
3.617	2.85	3.46	2.24	2.56	2.97	2.15	4.16	5.13	3.18
3.618	2.84	3.50	2.19	2.56	2.97	2.16	4.14	5.18	3.10
3.619	2.88	3.52	2.23	2.58	2.98	2.17	4.18	5.20	3.15
3.62	2.92	3.53	2.32	2.58	2.99	2.18	4.23	5.20	3.27
3.621	2.85	3.50	2.21	2.56	2.97	2.16	4.14	5.16	3.11
3.622	2.80	3.45	2.15	2.54	2.94	2.13	4.07	5.11	3.04
3.623	2.84	3.48	2.19	2.52	2.92	2.11	4.11	5.14	3.09
3.624	2.89	3.53	2.26	2.54	2.94	2.13	4.18	5.19	3.18
3.625	2.94	3.55	2.33	2.55	2.95	2.15	4.24	5.21	3.26
3.626	2.97	3.58	2.36	2.56	2.95	2.17	4.28	5.25	3.30
3.627	2.95	3.55	2.35	2.52	2.91	2.14	4.24	5.21	3.28
3.628	2.89	3.49	2.29	2.49	2.87	2.10	4.17	5.13	3.21
3.629	2.85	3.45	2.25	2.46	2.84	2.08	4.12	5.08	3.16
3.63	2.83	3.42	2.23	2.43	2.81	2.05	4.10	5.05	3.15
3.631	2.80	3.40	2.20	2.40	2.78	2.02	4.06	5.03	3.10
3.632	2.79	3.39	2.19	2.39	2.78	2.01	4.05	5.02	3.09
3.633	2.79	3.39	2.18	2.40	2.78	2.02	4.04	5.01	3.08
3.634	2.77	3.37	2.16	2.39	2.77	2.00	4.02	4.99	3.05
3.635	2.78	3.39	2.16	2.39	2.77	2.00	4.03	5.01	3.05
3.636	2.65	3.21	2.09	2.40	2.78	2.01	3.86	4.76	2.97
3.637	2.71	3.34	2.08	2.33	2.71	1.94	3.94	4.95	2.94
3.638	2.75	3.39	2.11	2.34	2.73	1.95	3.99	5.02	2.97
3.639	2.73	3.36	2.09	2.33	2.72	1.93	3.96	4.97	2.95
3.64	2.71	3.31	2.11	2.30	2.69	1.91	3.94	4.90	2.97
3.641	2.63	3.23	2.04	2.26	2.65	1.87	3.85	4.79	2.90
3.642	2.61	3.17	2.06	2.27	2.67	1.87	3.82	4.71	2.93
3.643	2.69	3.28	2.11	2.31	2.71	1.90	3.93	4.87	2.99
3.644	2.75	3.35	2.15	2.32	2.73	1.91	4.01	4.97	3.06
3.645	2.78	3.38	2.17	2.33	2.74	1.92	4.05	5.02	3.08
3.646	2.84	3.43	2.25	2.36	2.77	1.96	4.14	5.08	3.20
3.647	2.83	3.41	2.25	2.36	2.76	1.96	4.13	5.07	3.20
3.648	2.82	3.40	2.24	2.36	2.76	1.95	4.12	5.06	3.19
3.649	2.82	3.40	2.24	2.36	2.76	1.95	4.13	5.07	3.20
3.65	2.80	3.37	2.23	2.37	2.77	1.96	4.11	5.03	3.19
3.651	2.87	3.45	2.29	2.38	2.78	1.98	4.20	5.13	3.27
3.652	2.87	3.43	2.31	2.38	2.79	1.98	4.20	5.10	3.30
3.653	2.85	3.44	2.27	2.37	2.77	1.97	4.18	5.11	3.24
3.654	2.82	3.41	2.24	2.35	2.75	1.95	4.14	5.08	3.20
3.655	2.79	3.39	2.19	2.34	2.74	1.94	4.10	5.05	3.14
3.656	2.75	3.36	2.14	2.32	2.72	1.92	4.05	5.02	3.08
3.657	2.75	3.36	2.14	2.31	2.71	1.91	4.05	5.02	3.08
3.658	2.76	3.37	2.15	2.31	2.71	1.92	4.06	5.04	3.09
3.659	2.45	3.04	1.86	2.30	2.70	1.90	3.65	4.60	2.70
3.66	2.73	3.36	2.10	2.29	2.69	1.89	4.02	5.02	3.02
3.661	2.76	3.38	2.13	2.30	2.70	1.90	4.05	5.05	3.04
3.662	2.78	3.42	2.15	2.31	2.71	1.91	4.08	5.08	3.07
3.663	2.81	3.43	2.19	2.32	2.72	1.93	4.10	5.09	3.11
3.664	2.78	3.40	2.17	2.31	2.71	1.92	4.06	5.04	3.08
3.665	2.79	3.40	2.19	2.32	2.72	1.92	4.07	5.04	3.10
3.666	2.82	3.42	2.23	2.34	2.73	1.94	4.10	5.06	3.15
3.667	2.66	3.24	2.09	2.34	2.74	1.95	3.89	4.81	2.96
3.668	2.80	3.36	2.24	2.34	2.74	1.95	4.06	4.96	3.16
3.669	2.96	3.54	2.39	2.35	2.75	1.96	4.26	5.19	3.33
3.67	2.73	3.21	2.24	2.36	2.75	1.96	3.95	4.74	3.15
3.671	2.73	3.25	2.21	2.37	2.76	1.97	3.95	4.80	3.11
3.672	2.67	3.23	2.11	2.35	2.75	1.94	3.88	4.78	2.98
3.673	2.60	3.17	2.03	2.38	2.78	1.97	3.79	4.71	2.87
3.674	2.56	3.14	1.98	2.40	2.80	1.99	3.76	4.68	2.83
3.675	2.58	3.16	1.99	2.41	2.82	2.01	3.78	4.72	2.84
3.676	2.63	3.21	2.05	2.45	2.85	2.04	3.85	4.79	2.92
3.677	2.67	3.27	2.07	2.44	2.85	2.04	3.89	4.85	2.93
3.678	2.65	3.26	2.04	2.44	2.85	2.03	3.88	4.85	2.90
3.679	2.65	3.27	2.03	2.45	2.86	2.04	3.88	4.87	2.89
3.68	2.70	3.30	2.11	2.49	2.90	2.09	3.97	4.92	3.01
3.681	2.69	3.31	2.07	2.50	2.91	2.09	3.95	4.95	2.96
3.682	2.89	3.58	2.21	2.53	2.96	2.11	4.21	5.30	3.13
3.683	2.91	3.62	2.21	2.55	2.98	2.12	4.24	5.35	3.14
3.684	2.91	3.61	2.22	2.55	2.98	2.12	4.25	5.35	3.15
3.685	2.91	3.60	2.22	2.55	2.98	2.12	4.24	5.34	3.15
3.686	2.91	3.58	2.23	2.55	2.98	2.12	4.24	5.31	3.18
3.687	2.88	3.56	2.19	2.54	2.97	2.11	4.21	5.29	3.12
3.688	2.90	3.59	2.20	2.55	2.98	2.11	4.23	5.32	3.14
3.689	2.90	3.60	2.20	2.54	2.98	2.11	4.24	5.35	3.14
3.69	2.90	3.61	2.19	2.54	2.98	2.10	4.24	5.37	3.12
3.691	2.89	3.61	2.18	2.55	2.99	2.10	4.23	5.36	3.11
3.692	2.86	3.54	2.18	2.55	2.99	2.11	4.19	5.26	3.12
3.693	2.89	3.61	2.17	2.55	2.99	2.11	4.23	5.37	3.09
3.694	2.79	3.46	2.12	2.54	2.98	2.10	4.10	5.15	3.04
3.695	2.82	3.53	2.10	2.52	2.97	2.08	4.13	5.25	3.00
3.696	2.76	3.47	2.04	2.50	2.94	2.06	4.05	5.18	2.93
3.697	2.73	3.45	2.01	2.49	2.93	2.04	4.01	5.15	2.88
3.698	2.70	3.41	1.99	2.48	2.92	2.03	3.98	5.10	2.86
3.699	2.69	3.43	1.94	2.47	2.91	2.02	3.96	5.13	2.79
3.7	2.64	3.39	1.89	2.45	2.89	2.00	3.90	5.07	2.72
3.701	2.58	3.33	1.84	2.43	2.87	1.99	3.83	5.00	2.66
3.702	2.38	3.07	1.69	2.41	2.85	1.97	3.55	4.65	2.46
3.703	2.51	3.27	1.76	2.40	2.84	1.95	3.74	4.92	2.56
3.704	2.51	3.26	1.76	2.39	2.84	1.95	3.73	4.91	2.55
3.705	2.51	3.25	1.76	2.39	2.84	1.95	3.73	4.90	2.56
3.706	2.51	3.24	1.79	2.39	2.83	1.95	3.72	4.86	2.59
3.707	2.51	3.23	1.79	2.39	2.83	1.95	3.72	4.85	2.58
3.708	2.49	3.21	1.78	2.38	2.82	1.94	3.69	4.81	2.56
3.709	2.48	3.18	1.77	2.38	2.82	1.93	3.67	4.78	2.55
3.71	2.53	3.19	1.88	2.36	2.80	1.92	3.74	4.78	2.70
3.711	2.49	3.19	1.80	2.39	2.83	1.96	3.68	4.77	2.59
3.712	2.60	3.29	1.92	2.40	2.84	1.96	3.82	4.90	2.74
3.713	2.52	3.25	1.79	2.41	2.85	1.97	3.71	4.86	2.56
3.714	2.52	3.26	1.78	2.42	2.86	1.98	3.71	4.87	2.54
3.715	2.52	3.27	1.77	2.42	2.86	1.98	3.71	4.89	2.53
3.716	2.52	3.29	1.76	2.42	2.87	1.98	3.72	4.91	2.52
3.717	2.65	3.40	1.91	2.44	2.88	2.00	3.88	5.05	2.71
3.718	2.69	3.41	1.96	2.45	2.88	2.01	3.93	5.07	2.78
3.719	2.75	3.47	2.04	2.47	2.90	2.03	4.01	5.14	2.88
3.72	2.66	3.32	2.00	2.49	2.92	2.05	3.89	4.94	2.84
3.721	2.84	3.53	2.15	2.49	2.92	2.06	4.12	5.21	3.03
3.722	2.85	3.53	2.18	2.49	2.92	2.07	4.14	5.21	3.07
3.723	2.86	3.52	2.19	2.49	2.92	2.06	4.14	5.20	3.09
3.724	2.87	3.53	2.21	2.49	2.92	2.06	4.16	5.21	3.12
3.725	2.97	3.61	2.33	2.50	2.94	2.07	4.28	5.30	3.27
3.726	2.84	3.45	2.23	2.49	2.92	2.06	4.11	5.08	3.14
3.727	2.84	3.47	2.22	2.47	2.90	2.04	4.12	5.11	3.13
3.728	2.83	3.45	2.21	2.46	2.89	2.04	4.10	5.09	3.12
3.729	2.81	3.42	2.19	2.45	2.88	2.02	4.07	5.06	3.08
3.73	2.78	3.40	2.16	2.44	2.87	2.01	4.03	5.02	3.05
3.731	2.74	3.36	2.12	2.43	2.86	2.00	3.99	4.98	3.00
3.732	2.65	3.22	2.07	2.41	2.83	1.98	3.87	4.79	2.94
3.733	2.74	3.34	2.14	2.41	2.84	1.98	3.99	4.95	3.04
3.734	2.71	3.35	2.08	2.41	2.85	1.98	3.96	4.97	2.94
3.735	2.73	3.37	2.10	2.43	2.86	1.99	3.99	5.00	2.98
3.736	2.78	3.42	2.15	2.45	2.88	2.01	4.05	5.07	3.04
3.737	2.77	3.39	2.15	2.44	2.87	2.01	4.04	5.02	3.06
3.738	2.75	3.36	2.15	2.43	2.85	2.01	4.02	4.99	3.05
3.739	2.77	3.38	2.17	2.44	2.86	2.02	4.05	5.01	3.09
3.74	2.72	3.31	2.13	2.45	2.87	2.04	3.98	4.92	3.04
3.741	2.83	3.43	2.23	2.47	2.89	2.05	4.12	5.08	3.17
3.742	2.86	3.47	2.26	2.49	2.91	2.07	4.17	5.13	3.20
3.743	2.87	3.54	2.20	2.50	2.92	2.08	4.17	5.23	3.12
3.744	2.87	3.54	2.19	2.50	2.92	2.07	4.16	5.23	3.10
3.745	3.04	3.75	2.33	2.49	2.91	2.06	4.38	5.50	3.27
3.746	2.84	3.52	2.15	2.48	2.91	2.06	4.12	5.21	3.04
3.747	2.86	3.56	2.17	2.50	2.93	2.06	4.16	5.25	3.06
3.748	2.90	3.60	2.20	2.52	2.96	2.08	4.20	5.31	3.10
3.749	2.92	3.60	2.25	2.50	2.94	2.06	4.24	5.31	3.16
3.75	2.78	3.48	2.09	2.48	2.92	2.04	4.06	5.16	2.96
3.751	2.84	3.55	2.13	2.48	2.93	2.04	4.12	5.24	3.00
3.752	2.57	3.30	1.84	2.49	2.94	2.04	3.76	4.91	2.62
3.753	2.87	3.60	2.14	2.50	2.95	2.05	4.14	5.29	3.00
3.754	2.88	3.61	2.15	2.51	2.96	2.06	4.15	5.30	3.01
3.755	2.90	3.63	2.16	2.52	2.98	2.07	4.17	5.32	3.02
3.756	3.00	3.68	2.31	2.53	2.99	2.07	4.29	5.37	3.21
3.757	2.91	3.62	2.20	2.54	3.00	2.09	4.18	5.30	3.06
3.758	2.90	3.63	2.17	2.54	3.00	2.08	4.16	5.31	3.01
3.759	2.92	3.67	2.16	2.55	3.02	2.08	4.17	5.35	2.99
3.76	3.06	3.74	2.37	2.57	3.04	2.11	4.35	5.44	3.26
3.761	3.02	3.75	2.29	2.59	3.05	2.13	4.30	5.45	3.15
3.762	3.01	3.70	2.32	2.60	3.06	2.15	4.30	5.39	3.20
3.763	3.08	3.79	2.37	2.64	3.09	2.19	4.40	5.52	3.28
3.764	3.13	3.83	2.42	2.67	3.12	2.22	4.46	5.57	3.35
3.765	3.14	3.84	2.44	2.69	3.13	2.24	4.49	5.59	3.39
3.766	3.13	3.83	2.42	2.69	3.13	2.24	4.48	5.60	3.37
3.767	3.12	3.83	2.40	2.69	3.14	2.24	4.48	5.61	3.35
3.768	3.11	3.84	2.38	2.69	3.14	2.24	4.48	5.62	3.33
3.769	3.07	3.78	2.35	2.70	3.15	2.25	4.43	5.55	3.30
3.77	3.17	3.88	2.46	2.72	3.16	2.27	4.56	5.68	3.44
3.771	3.16	3.87	2.44	2.71	3.16	2.26	4.54	5.67	3.42
3.772	3.01	3.70	2.32	2.71	3.16	2.26	4.35	5.44	3.27
3.773	3.12	3.79	2.45	2.71	3.16	2.26	4.48	5.54	3.42
3.774	3.12	3.83	2.41	2.70	3.15	2.25	4.48	5.60	3.36
3.775	3.11	3.81	2.40	2.70	3.15	2.25	4.46	5.58	3.35
3.776	3.10	3.80	2.40	2.70	3.14	2.26	4.44	5.55	3.34
3.777	3.07	3.76	2.37	2.69	3.13	2.25	4.40	5.50	3.30
3.778	3.03	3.72	2.34	2.68	3.12	2.23	4.35	5.43	3.26
3.779	2.99	3.67	2.31	2.66	3.11	2.22	4.29	5.37	3.21
3.78	2.95	3.63	2.27	2.65	3.09	2.21	4.24	5.31	3.16
