Age	OcnTemp	sigma
2.009	0.29	0.25
2.01	0.35	0.25
2.011	0.395	0.26
2.012	0.405	0.26
2.013	0.425	0.26
2.014	0.385	0.27
2.015	0.435	0.27
2.016	0.445	0.27
2.017	0.495	0.29
2.018	0.445	0.30
2.019	0.5	0.26
2.02	0.55	0.25
2.021	0.5	0.25
2.022	0.485	0.27
2.023	0.535	0.27
2.024	0.545	0.24
2.025	0.54	0.23
2.026	0.51	0.23
2.027	0.535	0.24
2.028	0.495	0.23
2.029	0.44	0.22
2.03	0.395	0.21
2.031	0.38	0.21
2.032	0.35	0.21
2.033	0.41	0.23
2.034	0.385	0.23
2.035	0.355	0.23
2.036	0.395	0.22
2.037	0.39	0.22
2.038	0.385	0.22
2.039	0.405	0.22
2.04	0.385	0.22
2.041	0.345	0.21
2.042	0.39	0.23
2.043	0.3	0.21
2.044	0.32	0.22
2.045	0.33	0.23
2.046	0.34	0.23
2.047	0.37	0.24
2.048	0.39	0.24
2.049	0.4	0.25
2.05	0.405	0.26
2.051	0.36	0.27
2.052	0.38	0.28
2.053	0.375	0.28
2.054	0.36	0.30
2.055	0.325	0.30
2.056	0.31	0.31
2.057	0.28	0.31
2.058	0.26	0.31
2.059	0.245	0.30
2.06	0.215	0.30
2.061	0.155	0.30
2.062	0.14	0.30
2.063	0.135	0.29
2.064	0.07	0.28
2.065	-0.005	0.28
2.066	-0.095	0.28
2.067	-0.195	0.27
2.068	-0.18	0.26
2.069	-0.25	0.27
2.07	-0.245	0.26
2.071	-0.24	0.25
2.072	-0.29	0.26
2.073	-0.3	0.26
2.074	-0.22	0.26
2.075	-0.275	0.24
2.076	-0.2	0.23
2.077	-0.21	0.23
2.078	-0.125	0.23
2.079	-0.16	0.22
2.08	-0.13	0.22
2.081	-0.115	0.22
2.082	-0.12	0.23
2.083	-0.1	0.22
2.084	-0.08	0.22
2.085	-0.07	0.23
2.086	-0.045	0.23
2.087	0.01	0.23
2.088	0.075	0.23
2.089	0.09	0.24
2.09	0.075	0.25
2.091	0.15	0.25
2.092	0.17	0.26
2.093	0.165	0.27
2.094	0.185	0.26
2.095	0.185	0.26
2.096	0.16	0.27
2.097	0.13	0.28
2.098	0.135	0.27
2.099	0.165	0.26
2.1	0.145	0.25
2.101	0.16	0.25
2.102	0.145	0.24
2.103	0.155	0.24
2.104	0.16	0.23
2.105	0.17	0.22
2.106	0.185	0.22
2.107	0.145	0.22
2.108	0.175	0.22
2.109	0.21	0.22
2.11	0.25	0.21
2.111	0.25	0.22
2.112	0.31	0.21
2.113	0.3	0.21
2.114	0.31	0.21
2.115	0.31	0.22
2.116	0.255	0.22
2.117	0.26	0.23
2.118	0.275	0.24
2.119	0.29	0.23
2.12	0.305	0.24
2.121	0.355	0.23
2.122	0.395	0.22
2.123	0.425	0.22
2.124	0.425	0.22
2.125	0.41	0.21
2.126	0.39	0.20
2.127	0.435	0.21
2.128	0.495	0.22
2.129	0.55	0.23
2.13	0.62	0.22
2.131	0.655	0.24
2.132	0.67	0.24
2.133	0.67	0.25
2.134	0.685	0.27
2.135	0.665	0.28
2.136	0.625	0.28
2.137	0.66	0.28
2.138	0.69	0.29
2.139	0.675	0.28
2.14	0.615	0.28
2.141	0.525	0.27
2.142	0.44	0.29
2.143	0.365	0.30
2.144	0.28	0.31
2.145	0.17	0.31
2.146	0.14	0.31
2.147	0.095	0.30
2.148	0.09	0.30
2.149	0.095	0.30
2.15	0.055	0.31
2.151	0.025	0.30
2.152	-0.065	0.29
2.153	-0.09	0.28
2.154	-0.125	0.27
2.155	-0.145	0.28
2.156	-0.035	0.28
2.157	-0.04	0.29
2.158	0.04	0.30
2.159	-0.035	0.31
2.16	-0.045	0.31
2.161	-0.005	0.33
2.162	0.01	0.34
2.163	0.015	0.34
2.164	0.055	0.34
2.165	0.06	0.33
2.166	0.095	0.33
2.167	0.14	0.33
2.168	0.16	0.33
2.169	0.21	0.32
2.17	0.215	0.33
2.171	0.24	0.32
2.172	0.265	0.32
2.173	0.295	0.32
2.174	0.325	0.32
2.175	0.35	0.30
2.176	0.38	0.30
2.177	0.42	0.28
2.178	0.43	0.25
2.179	0.41	0.23
2.18	0.355	0.23
2.181	0.38	0.22
2.182	0.475	0.21
2.183	0.42	0.22
2.184	0.405	0.22
2.185	0.41	0.22
2.186	0.41	0.22
2.187	0.41	0.23
2.188	0.41	0.23
2.189	0.39	0.23
2.19	0.39	0.23
2.191	0.37	0.24
2.192	0.41	0.23
2.193	0.435	0.23
2.194	0.42	0.24
2.195	0.375	0.25
2.196	0.285	0.27
2.197	0.28	0.26
2.198	0.235	0.26
2.199	0.295	0.27
2.2	0.34	0.29
2.201	0.39	0.31
2.202	0.375	0.30
2.203	0.38	0.29
2.204	0.42	0.27
2.205	0.44	0.26
2.206	0.46	0.25
2.207	0.425	0.24
2.208	0.48	0.24
2.209	0.47	0.23
2.21	0.405	0.23
2.211	0.435	0.22
2.212	0.445	0.22
2.213	0.445	0.22
2.214	0.45	0.22
2.215	0.375	0.23
2.216	0.37	0.23
2.217	0.51	0.21
2.218	0.49	0.22
2.219	0.41	0.24
2.22	0.465	0.23
2.221	0.52	0.22
2.222	0.44	0.23
2.223	0.445	0.23
2.224	0.445	0.23
2.225	0.47	0.23
2.226	0.505	0.22
2.227	0.54	0.22
2.228	0.63	0.22
2.229	0.555	0.23
2.23	0.56	0.22
2.231	0.57	0.21
2.232	0.56	0.21
2.233	0.56	0.21
2.234	0.52	0.21
2.235	0.495	0.22
2.236	0.455	0.23
2.237	0.415	0.23
2.238	0.345	0.23
2.239	0.3	0.24
2.24	0.305	0.24
2.241	0.26	0.25
2.242	0.265	0.25
2.243	0.245	0.25
2.244	0.2	0.26
2.245	0.18	0.26
2.246	0.21	0.25
2.247	0.225	0.25
2.248	0.195	0.23
2.249	0.205	0.23
2.25	0.225	0.22
2.251	0.21	0.22
2.252	0.265	0.22
2.253	0.265	0.22
2.254	0.29	0.22
2.255	0.305	0.23
2.256	0.325	0.23
2.257	0.355	0.23
2.258	0.36	0.24
2.259	0.37	0.24
2.26	0.425	0.23
2.261	0.485	0.22
2.262	0.525	0.21
2.263	0.54	0.21
2.264	0.545	0.20
2.265	0.57	0.21
2.266	0.62	0.22
2.267	0.64	0.21
2.268	0.59	0.21
2.269	0.59	0.20
2.27	0.605	0.20
2.271	0.575	0.20
2.272	0.54	0.20
2.273	0.515	0.20
2.274	0.545	0.21
2.275	0.51	0.22
2.276	0.465	0.21
2.277	0.435	0.22
2.278	0.405	0.23
2.279	0.35	0.24
2.28	0.415	0.24
2.281	0.44	0.24
2.282	0.44	0.24
2.283	0.43	0.24
2.284	0.43	0.23
2.285	0.42	0.23
2.286	0.43	0.23
2.287	0.455	0.23
2.288	0.52	0.22
2.289	0.515	0.22
2.29	0.43	0.23
2.291	0.565	0.22
2.292	0.6	0.22
2.293	0.59	0.22
2.294	0.58	0.21
2.295	0.585	0.21
2.296	0.6	0.21
2.297	0.615	0.21
2.298	0.59	0.20
2.299	0.59	0.20
2.3	0.595	0.21
2.301	0.6	0.21
2.302	0.59	0.21
2.303	0.58	0.22
2.304	0.565	0.22
2.305	0.55	0.23
2.306	0.51	0.22
2.307	0.51	0.22
2.308	0.515	0.22
2.309	0.535	0.22
2.31	0.52	0.22
2.311	0.45	0.20
2.312	0.42	0.23
2.313	0.44	0.23
2.314	0.315	0.20
2.315	0.35	0.22
2.316	0.4	0.22
2.317	0.445	0.22
2.318	0.44	0.21
2.319	0.42	0.21
2.32	0.52	0.21
2.321	0.525	0.20
2.322	0.495	0.21
2.323	0.6	0.19
2.324	0.545	0.19
2.325	0.52	0.20
2.326	0.415	0.25
2.327	0.365	0.25
2.328	0.33	0.26
2.329	0.31	0.26
2.33	0.31	0.25
2.331	0.395	0.24
2.332	0.41	0.23
2.333	0.515	0.22
2.334	0.445	0.21
2.335	0.515	0.22
2.336	0.575	0.21
2.337	0.56	0.21
2.338	0.61	0.21
2.339	0.6	0.21
2.34	0.615	0.21
2.341	0.705	0.20
2.342	0.66	0.20
2.343	0.66	0.21
2.344	0.565	0.24
2.345	0.63	0.21
2.346	0.675	0.21
2.347	0.665	0.20
2.348	0.63	0.20
2.349	0.68	0.21
2.35	0.635	0.20
2.351	0.605	0.21
2.352	0.525	0.21
2.353	0.505	0.19
2.354	0.445	0.20
2.355	0.415	0.20
2.356	0.32	0.19
2.357	0.32	0.17
2.358	0.205	0.19
2.359	0.225	0.18
2.36	0.21	0.18
2.361	0.2	0.17
2.362	0.24	0.18
2.363	0.225	0.17
2.364	0.19	0.18
2.365	0.26	0.20
2.366	0.3	0.20
2.367	0.31	0.20
2.368	0.325	0.21
2.369	0.315	0.21
2.37	0.37	0.22
2.371	0.335	0.22
2.372	0.26	0.24
2.373	0.31	0.23
2.374	0.37	0.23
2.375	0.35	0.23
2.376	0.42	0.23
2.377	0.5	0.22
2.378	0.535	0.22
2.379	0.575	0.22
2.38	0.615	0.21
2.381	0.58	0.21
2.382	0.595	0.21
2.383	0.555	0.21
2.384	0.565	0.23
2.385	0.555	0.25
2.386	0.535	0.25
2.387	0.565	0.24
2.388	0.61	0.23
2.389	0.59	0.23
2.39	0.625	0.22
2.391	0.665	0.23
2.392	0.695	0.24
2.393	0.67	0.24
2.394	0.715	0.23
2.395	0.71	0.23
2.396	0.695	0.22
2.397	0.665	0.22
2.398	0.625	0.22
2.399	0.6	0.23
2.4	0.615	0.24
2.401	0.6	0.24
2.402	0.6	0.25
2.403	0.6	0.24
2.404	0.59	0.25
2.405	0.515	0.27
2.406	0.535	0.27
2.407	0.585	0.28
2.408	0.645	0.30
2.409	0.69	0.32
2.41	0.715	0.34
2.411	0.765	0.36
2.412	0.765	0.35
2.413	0.8	0.34
2.414	0.79	0.33
2.415	0.75	0.34
2.416	0.88	0.32
2.417	0.76	0.32
2.418	0.745	0.32
2.419	0.795	0.30
2.42	0.85	0.31
2.421	0.855	0.31
2.422	0.86	0.32
2.423	0.825	0.34
2.424	0.845	0.34
2.425	0.84	0.35
2.426	0.72	0.34
2.427	0.65	0.32
2.428	0.62	0.30
2.429	0.475	0.29
2.43	0.445	0.28
2.431	0.405	0.30
2.432	0.325	0.33
2.433	0.255	0.35
2.434	0.3	0.34
2.435	0.26	0.36
2.436	0.24	0.37
2.437	0.245	0.37
2.438	0.255	0.36
2.439	0.275	0.34
2.44	0.325	0.33
2.441	0.3	0.31
2.442	0.295	0.30
2.443	0.29	0.29
2.444	0.295	0.27
2.445	0.29	0.27
2.446	0.305	0.26
2.447	0.31	0.24
2.448	0.34	0.24
2.449	0.285	0.23
2.45	0.32	0.22
2.451	0.33	0.22
2.452	0.37	0.22
2.453	0.4	0.22
2.454	0.44	0.22
2.455	0.47	0.21
2.456	0.47	0.20
2.457	0.455	0.22
2.458	0.505	0.21
2.459	0.525	0.22
2.46	0.57	0.23
2.461	0.59	0.22
2.462	0.52	0.22
2.463	0.54	0.21
2.464	0.54	0.21
2.465	0.54	0.20
2.466	0.55	0.20
2.467	0.515	0.20
2.468	0.59	0.20
2.469	0.58	0.20
2.47	0.565	0.22
2.471	0.59	0.21
2.472	0.595	0.21
2.473	0.625	0.21
2.474	0.575	0.21
2.475	0.51	0.22
2.476	0.535	0.22
2.477	0.55	0.22
2.478	0.575	0.21
2.479	0.435	0.24
2.48	0.42	0.24
2.481	0.42	0.24
2.482	0.435	0.25
2.483	0.345	0.27
2.484	0.325	0.28
2.485	0.295	0.27
2.486	0.305	0.26
2.487	0.265	0.26
2.488	0.23	0.26
2.489	0.23	0.25
2.49	0.25	0.24
2.491	0.265	0.23
2.492	0.285	0.22
2.493	0.32	0.21
2.494	0.35	0.22
2.495	0.395	0.22
2.496	0.5	0.21
2.497	0.54	0.22
2.498	0.58	0.22
2.499	0.615	0.23
2.5	0.695	0.23
2.501	0.73	0.24
2.502	0.725	0.24
2.503	0.79	0.23
2.504	0.78	0.24
2.505	0.765	0.24
2.506	0.73	0.23
2.507	0.665	0.23
2.508	0.57	0.23
2.509	0.5	0.22
2.51	0.385	0.24
2.511	0.295	0.24
2.512	0.265	0.26
2.513	0.245	0.24
2.514	0.175	0.25
2.515	0.2	0.24
2.516	0.18	0.25
2.517	0.13	0.26
2.518	0.07	0.28
2.519	-0.02	0.29
2.52	-0.055	0.31
2.521	-0.035	0.29
2.522	0.125	0.28
2.523	0.19	0.28
2.524	0.235	0.28
2.525	0.135	0.29
2.526	0.15	0.29
2.527	0.15	0.28
2.528	0.19	0.27
2.529	0.17	0.27
2.53	0.25	0.26
2.531	0.235	0.26
2.532	0.235	0.26
2.533	0.285	0.26
2.534	0.32	0.26
2.535	0.33	0.26
2.536	0.315	0.26
2.537	0.355	0.27
2.538	0.47	0.26
2.539	0.55	0.25
2.54	0.63	0.23
2.541	0.655	0.23
2.542	0.68	0.22
2.543	0.73	0.21
2.544	0.69	0.22
2.545	0.69	0.22
2.546	0.755	0.22
2.547	0.805	0.25
2.548	0.795	0.24
2.549	0.8	0.23
2.55	0.76	0.22
2.551	0.81	0.23
2.552	0.81	0.22
2.553	0.78	0.22
2.554	0.77	0.21
2.555	0.715	0.22
2.556	0.695	0.22
2.557	0.67	0.22
2.558	0.68	0.22
2.559	0.63	0.23
2.56	0.625	0.24
2.561	0.61	0.23
2.562	0.575	0.23
2.563	0.585	0.23
2.564	0.58	0.24
2.565	0.61	0.24
2.566	0.655	0.22
2.567	0.675	0.21
2.568	0.645	0.23
2.569	0.695	0.23
2.57	0.715	0.23
2.571	0.7	0.23
2.572	0.7	0.23
2.573	0.765	0.22
2.574	0.805	0.23
2.575	0.84	0.23
2.576	0.855	0.23
2.577	0.835	0.23
2.578	0.825	0.24
2.579	0.8	0.23
2.58	0.795	0.23
2.581	0.83	0.24
2.582	0.79	0.24
2.583	0.775	0.26
2.584	0.795	0.26
2.585	0.77	0.27
2.586	0.765	0.27
2.587	0.77	0.28
2.588	0.7	0.29
2.589	0.695	0.29
2.59	0.675	0.28
2.591	0.68	0.27
2.592	0.63	0.27
2.593	0.63	0.27
2.594	0.585	0.26
2.595	0.565	0.26
2.596	0.57	0.26
2.597	0.555	0.26
2.598	0.525	0.26
2.599	0.51	0.27
2.6	0.52	0.28
2.601	0.43	0.27
2.602	0.435	0.26
2.603	0.44	0.26
2.604	0.435	0.26
2.605	0.445	0.25
2.606	0.47	0.26
2.607	0.51	0.26
2.608	0.51	0.27
2.609	0.515	0.27
2.61	0.565	0.26
2.611	0.6	0.26
2.612	0.615	0.26
2.613	0.615	0.26
2.614	0.61	0.25
2.615	0.615	0.24
2.616	0.55	0.27
2.617	0.545	0.25
2.618	0.605	0.25
2.619	0.625	0.24
2.62	0.65	0.24
2.621	0.65	0.25
2.622	0.59	0.26
2.623	0.58	0.25
2.624	0.595	0.24
2.625	0.61	0.24
2.626	0.6	0.25
2.627	0.59	0.25
2.628	0.59	0.26
2.629	0.595	0.23
2.63	0.585	0.24
2.631	0.535	0.25
2.632	0.585	0.26
2.633	0.56	0.27
2.634	0.54	0.28
2.635	0.48	0.30
2.636	0.475	0.30
2.637	0.37	0.35
2.638	0.43	0.33
2.639	0.475	0.32
2.64	0.465	0.36
2.641	0.53	0.35
2.642	0.55	0.36
2.643	0.555	0.35
2.644	0.47	0.36
2.645	0.415	0.37
2.646	0.385	0.38
2.647	0.43	0.35
2.648	0.44	0.35
2.649	0.46	0.35
2.65	0.56	0.34
2.651	0.55	0.36
2.652	0.59	0.34
2.653	0.64	0.32
2.654	0.68	0.30
2.655	0.695	0.28
2.656	0.76	0.28
2.657	0.755	0.27
2.658	0.745	0.27
2.659	0.83	0.28
2.66	0.83	0.28
2.661	0.835	0.28
2.662	0.84	0.28
2.663	0.86	0.27
2.664	0.85	0.27
2.665	0.905	0.28
2.666	0.88	0.28
2.667	0.86	0.28
2.668	0.82	0.28
2.669	0.865	0.28
2.67	0.855	0.28
2.671	0.84	0.27
2.672	0.86	0.28
2.673	0.865	0.28
2.674	0.84	0.26
2.675	0.835	0.26
2.676	0.815	0.25
2.677	0.835	0.23
2.678	0.775	0.23
2.679	0.765	0.23
2.68	0.76	0.24
2.681	0.78	0.25
2.682	0.75	0.26
2.683	0.735	0.26
2.684	0.78	0.27
2.685	0.7	0.27
2.686	0.66	0.27
2.687	0.635	0.27
2.688	0.605	0.26
2.689	0.59	0.26
2.69	0.6	0.27
2.691	0.58	0.30
2.692	0.57	0.32
2.693	0.575	0.33
2.694	0.7	0.29
2.695	0.655	0.28
2.696	0.685	0.28
2.697	0.725	0.30
2.698	0.73	0.28
2.699	0.695	0.28
2.7	0.71	0.27
2.701	0.695	0.28
2.702	0.7	0.28
2.703	0.655	0.28
2.704	0.615	0.28
2.705	0.595	0.31
2.706	0.53	0.30
2.707	0.515	0.29
2.708	0.47	0.26
2.709	0.47	0.27
2.71	0.535	0.27
2.711	0.345	0.27
2.712	0.37	0.27
2.713	0.425	0.26
2.714	0.45	0.26
2.715	0.465	0.25
2.716	0.5	0.27
2.717	0.51	0.27
2.718	0.485	0.28
2.719	0.495	0.29
2.72	0.545	0.27
2.721	0.595	0.26
2.722	0.635	0.26
2.723	0.64	0.27
2.724	0.63	0.26
2.725	0.57	0.27
2.726	0.64	0.23
2.727	0.605	0.23
2.728	0.595	0.24
2.729	0.585	0.25
2.73	0.57	0.26
2.731	0.595	0.26
2.732	0.58	0.26
2.733	0.55	0.26
2.734	0.535	0.26
2.735	0.54	0.27
2.736	0.54	0.28
2.737	0.52	0.29
2.738	0.505	0.27
2.739	0.495	0.27
2.74	0.515	0.27
2.741	0.575	0.28
2.742	0.605	0.29
2.743	0.64	0.28
2.744	0.665	0.28
2.745	0.71	0.26
2.746	0.71	0.25
2.747	0.72	0.25
2.748	0.74	0.26
2.749	0.775	0.25
2.75	0.775	0.26
2.751	0.76	0.26
2.752	0.74	0.27
2.753	0.755	0.27
2.754	0.765	0.27
2.755	0.775	0.28
2.756	0.765	0.28
2.757	0.755	0.29
2.758	0.735	0.29
2.759	0.715	0.28
2.76	0.745	0.29
2.761	0.67	0.31
2.762	0.695	0.31
2.763	0.68	0.30
2.764	0.655	0.29
2.765	0.635	0.30
2.766	0.64	0.30
2.767	0.6	0.31
2.768	0.595	0.31
2.769	0.58	0.32
2.77	0.6	0.32
2.771	0.58	0.31
2.772	0.58	0.31
2.773	0.68	0.31
2.774	0.705	0.32
2.775	0.73	0.32
2.776	0.72	0.32
2.777	0.755	0.30
2.778	0.8	0.30
2.779	0.79	0.30
2.78	0.815	0.30
2.781	0.875	0.30
2.782	0.895	0.29
2.783	0.885	0.29
2.784	0.86	0.30
2.785	0.865	0.29
2.786	0.88	0.29
2.787	0.86	0.29
2.788	0.885	0.28
2.789	0.9	0.27
2.79	0.865	0.27
2.791	0.83	0.28
2.792	0.865	0.28
2.793	0.875	0.28
2.794	0.89	0.28
2.795	0.825	0.29
2.796	0.73	0.30
2.797	0.755	0.33
2.798	0.725	0.33
2.799	0.715	0.32
2.8	0.695	0.31
2.801	0.715	0.28
2.802	0.71	0.27
2.803	0.66	0.26
2.804	0.66	0.25
2.805	0.66	0.26
2.806	0.705	0.25
2.807	0.73	0.24
2.808	0.72	0.24
2.809	0.705	0.24
2.81	0.715	0.24
2.811	0.705	0.23
2.812	0.775	0.23
2.813	0.795	0.23
2.814	0.815	0.23
2.815	0.83	0.23
2.816	0.86	0.23
2.817	0.84	0.23
2.818	0.88	0.23
2.819	0.88	0.23
2.82	0.9	0.24
2.821	0.91	0.25
2.822	0.895	0.25
2.823	0.91	0.26
2.824	0.94	0.25
2.825	0.89	0.27
2.826	0.905	0.28
2.827	0.905	0.29
2.828	0.92	0.29
2.829	0.96	0.28
2.83	0.965	0.29
2.831	1.015	0.28
2.832	1.03	0.27
2.833	1.07	0.29
2.834	1.01	0.25
2.835	1.01	0.25
2.836	1.015	0.26
2.837	0.985	0.26
2.838	0.975	0.25
2.839	0.97	0.25
2.84	1	0.24
2.841	0.94	0.26
2.842	0.905	0.29
2.843	0.865	0.31
2.844	0.855	0.31
2.845	0.86	0.31
2.846	0.85	0.31
2.847	0.815	0.33
2.848	0.78	0.33
2.849	0.74	0.38
2.85	0.74	0.40
2.851	0.745	0.32
2.852	0.775	0.28
2.853	0.755	0.27
2.854	0.765	0.29
2.855	0.72	0.29
2.856	0.705	0.29
2.857	0.705	0.29
2.858	0.74	0.29
2.859	0.725	0.30
2.86	0.755	0.29
2.861	0.795	0.28
2.862	0.82	0.29
2.863	0.84	0.30
2.864	0.83	0.29
2.865	0.82	0.28
2.866	0.85	0.28
2.867	0.855	0.28
2.868	0.845	0.28
2.869	0.86	0.28
2.87	0.87	0.28
2.871	0.865	0.28
2.872	0.87	0.27
2.873	0.925	0.29
2.874	0.885	0.26
2.875	0.86	0.26
2.876	0.855	0.27
2.877	0.825	0.26
2.878	0.78	0.28
2.879	0.74	0.29
2.88	0.725	0.29
2.881	0.71	0.30
2.882	0.715	0.29
2.883	0.71	0.29
2.884	0.715	0.29
2.885	0.725	0.29
2.886	0.715	0.29
2.887	0.765	0.29
2.888	0.79	0.28
2.889	0.83	0.27
2.89	0.8	0.28
2.891	0.795	0.29
2.892	0.795	0.29
2.893	0.825	0.28
2.894	0.805	0.28
2.895	0.82	0.28
2.896	0.805	0.29
2.897	0.835	0.28
2.898	0.83	0.27
2.899	0.82	0.28
2.9	0.795	0.28
2.901	0.83	0.28
2.902	0.905	0.27
2.903	0.92	0.27
2.904	0.88	0.27
2.905	0.84	0.28
2.906	0.835	0.28
2.907	0.79	0.29
2.908	0.765	0.28
2.909	0.77	0.28
2.91	0.775	0.28
2.911	0.78	0.28
2.912	0.73	0.28
2.913	0.735	0.28
2.914	0.705	0.29
2.915	0.66	0.30
2.916	0.64	0.29
2.917	0.64	0.29
2.918	0.615	0.30
2.919	0.62	0.30
2.92	0.63	0.29
2.921	0.655	0.27
2.922	0.64	0.26
2.923	0.61	0.26
2.924	0.585	0.26
2.925	0.545	0.26
2.926	0.54	0.28
2.927	0.545	0.28
2.928	0.54	0.28
2.929	0.565	0.27
2.93	0.61	0.27
2.931	0.645	0.28
2.932	0.67	0.27
2.933	0.725	0.26
2.934	0.785	0.27
2.935	0.83	0.28
2.936	0.88	0.27
2.937	0.875	0.28
2.938	0.89	0.28
2.939	0.91	0.28
2.94	0.94	0.28
2.941	0.99	0.28
2.942	1.01	0.28
2.943	1.005	0.28
2.944	1.005	0.28
2.945	1	0.28
2.946	1.01	0.28
2.947	0.985	0.27
2.948	0.985	0.28
2.949	0.945	0.28
2.95	0.95	0.27
2.951	0.965	0.26
2.952	0.98	0.26
2.953	1	0.27
2.954	0.98	0.26
2.955	0.96	0.27
2.956	0.97	0.27
2.957	0.895	0.28
2.958	0.9	0.27
2.959	0.93	0.27
2.96	0.89	0.27
2.961	0.88	0.28
2.962	0.915	0.28
2.963	0.915	0.28
2.964	0.925	0.28
2.965	0.91	0.28
2.966	0.91	0.28
2.967	0.87	0.29
2.968	0.865	0.29
2.969	0.86	0.29
2.97	0.83	0.30
2.971	0.8	0.30
2.972	0.79	0.29
2.973	0.81	0.27
2.974	0.745	0.28
2.975	0.675	0.25
2.976	0.7	0.25
2.977	0.68	0.25
2.978	0.66	0.24
2.979	0.615	0.25
2.98	0.61	0.25
2.981	0.61	0.24
2.982	0.61	0.25
2.983	0.58	0.27
2.984	0.605	0.27
2.985	0.63	0.26
2.986	0.675	0.25
2.987	0.64	0.25
2.988	0.625	0.25
2.989	0.625	0.25
2.99	0.64	0.25
2.991	0.63	0.27
2.992	0.665	0.27
2.993	0.72	0.26
2.994	0.725	0.27
2.995	0.77	0.26
2.996	0.78	0.26
2.997	0.785	0.25
2.998	0.805	0.25
2.999	0.8	0.25
3	0.81	0.25
3.001	0.765	0.25
3.002	0.64	0.27
3.003	0.695	0.27
3.004	0.685	0.28
3.005	0.64	0.28
3.006	0.615	0.28
3.007	0.635	0.27
3.008	0.565	0.28
3.009	0.55	0.28
3.01	0.56	0.27
3.011	0.54	0.27
3.012	0.55	0.27
3.013	0.595	0.26
3.014	0.57	0.27
3.015	0.565	0.27
3.016	0.57	0.27
3.017	0.585	0.27
3.018	0.58	0.27
3.019	0.59	0.27
3.02	0.605	0.26
3.021	0.625	0.26
3.022	0.605	0.26
3.023	0.61	0.25
3.024	0.595	0.26
3.025	0.595	0.26
3.026	0.605	0.25
3.027	0.625	0.25
3.028	0.645	0.25
3.029	0.665	0.25
3.03	0.7	0.26
3.031	0.71	0.25
3.032	0.725	0.26
3.033	0.74	0.26
3.034	0.745	0.26
3.035	0.74	0.26
3.036	0.74	0.27
3.037	0.71	0.27
3.038	0.685	0.26
3.039	0.695	0.26
3.04	0.68	0.26
3.041	0.705	0.26
3.042	0.685	0.25
3.043	0.69	0.25
3.044	0.745	0.24
3.045	0.695	0.24
3.046	0.72	0.24
3.047	0.71	0.24
3.048	0.715	0.24
3.049	0.72	0.24
3.05	0.76	0.24
3.051	0.755	0.24
3.052	0.775	0.24
3.053	0.815	0.23
3.054	0.81	0.24
3.055	0.815	0.23
3.056	0.84	0.24
3.057	0.885	0.24
3.058	0.87	0.24
3.059	0.875	0.25
3.06	0.875	0.25
3.061	0.875	0.26
3.062	0.885	0.26
3.063	0.91	0.25
3.064	0.94	0.25
3.065	1.005	0.24
3.066	0.945	0.25
3.067	0.915	0.26
3.068	0.885	0.27
3.069	0.915	0.27
3.07	0.915	0.26
3.071	0.965	0.27
3.072	0.96	0.28
3.073	1.005	0.28
3.074	1.025	0.28
3.075	1.05	0.27
3.076	1.06	0.27
3.077	1.09	0.27
3.078	1.105	0.27
3.079	1.105	0.27
3.08	1.09	0.26
3.081	1.15	0.27
3.082	1.11	0.26
3.083	1.09	0.27
3.084	1.07	0.27
3.085	1.065	0.28
3.086	1.05	0.31
3.087	1.005	0.33
3.088	1.035	0.29
3.089	1.025	0.30
3.09	1.05	0.30
3.091	1.065	0.32
3.092	1.115	0.32
3.093	1.135	0.32
3.094	1.13	0.33
3.095	1.125	0.32
3.096	1.125	0.32
3.097	1.12	0.31
3.098	1.12	0.31
3.099	1.115	0.30
3.1	1.125	0.29
3.101	1.115	0.28
3.102	1.12	0.28
3.103	1.13	0.27
3.104	1.14	0.28
3.105	1.095	0.28
3.106	1.09	0.29
3.107	1.095	0.28
3.108	1.075	0.28
3.109	1.075	0.28
3.11	1.08	0.28
3.111	1.08	0.28
3.112	1.075	0.28
3.113	1.09	0.29
3.114	1.07	0.27
3.115	1.07	0.25
3.116	1.035	0.24
3.117	1.02	0.24
3.118	0.96	0.24
3.119	0.99	0.23
3.12	0.965	0.23
3.121	0.95	0.22
3.122	0.94	0.22
3.123	0.975	0.22
3.124	0.925	0.23
3.125	0.905	0.24
3.126	0.945	0.24
3.127	0.945	0.25
3.128	0.925	0.25
3.129	0.905	0.26
3.13	0.955	0.26
3.131	0.95	0.25
3.132	0.92	0.25
3.133	0.92	0.25
3.134	0.89	0.26
3.135	0.86	0.26
3.136	0.8	0.27
3.137	0.765	0.29
3.138	0.73	0.30
3.139	0.735	0.30
3.14	0.71	0.29
3.141	0.705	0.29
3.142	0.695	0.29
3.143	0.77	0.26
3.144	0.82	0.26
3.145	0.87	0.26
3.146	0.945	0.25
3.147	0.935	0.25
3.148	0.97	0.26
3.149	1.005	0.27
3.15	1.005	0.29
3.151	1.06	0.30
3.152	1.075	0.29
3.153	1.085	0.29
3.154	1.085	0.29
3.155	1.13	0.29
3.156	1.12	0.29
3.157	1.095	0.29
3.158	1.135	0.30
3.159	1.09	0.30
3.16	1.03	0.29
3.161	1.025	0.28
3.162	0.995	0.28
3.163	0.99	0.28
3.164	0.985	0.28
3.165	0.975	0.28
3.166	0.975	0.28
3.167	0.965	0.29
3.168	0.945	0.29
3.169	0.925	0.29
3.17	0.885	0.29
3.171	0.88	0.31
