% Supplement to Berends, C. J., de Boer, B., and van de Wal, R. S. W.: Reconstructing 
% the Evolution of Ice Sheets, Sea Level and Atmospheric CO2 During the Past 
% 3.6 Million Years, Clim. Past Discuss., https://doi.org/10.5194/cp-2020-52, in review, 2020
%
% Results from three separate simulations of the last 3.6 Myr with the hybrid ice-sheet - climate model.
%
% SL   = Global mean sea-level (m w.r.t. PD)
% pCO2 = Atmospheric CO2 concentration (ppmv)
%
% Time (kyr ago)    SL   SL_lower   SL_upper     pCO2   pCO2_lower   pCO2_upper
-1375.5         -38.09     -47.15     -27.91     218.67     218.92       220.26
-1375.4         -38.34     -47.33     -28.21     218.67     218.88       220.22
-1375.3         -38.60     -47.52     -28.51     218.67     218.81       220.21
-1375.2         -38.86     -47.71     -28.82     218.54     218.67       220.06
-1375.1         -39.11     -47.90     -29.11     218.53     218.59       220.01
-1375.0         -39.35     -48.07     -29.40     218.43     218.41       219.85
-1374.9         -39.58     -48.23     -29.68     218.41     218.35       219.84
-1374.8         -39.81     -48.39     -29.96     218.24     218.11       219.64
-1374.7         -40.05     -48.55     -30.23     218.10     217.87       219.43
-1374.6         -40.29     -48.69     -30.50     217.81     217.48       219.15
-1374.5         -40.53     -48.83     -30.77     217.66     217.25       218.95
-1374.4         -40.78     -48.97     -31.05     217.51     217.04       218.78
-1374.3         -41.02     -49.11     -31.31     217.36     216.74       218.59
-1374.2         -41.27     -49.25     -31.58     217.35     216.62       218.54
-1374.1         -41.52     -49.38     -31.85     217.21     216.39       218.35
-1374.0         -41.78     -49.52     -32.12     217.06     216.16       218.19
-1373.9         -42.03     -49.66     -32.38     217.06     216.04       218.11
-1373.8         -42.27     -49.79     -32.61     216.84     215.73       217.89
-1373.7         -42.52     -49.91     -32.86     216.75     215.57       217.78
-1373.6         -42.75     -50.04     -33.11     216.66     215.40       217.68
-1373.5         -42.98     -50.17     -33.36     216.47     215.07       217.44
-1373.4         -43.21     -50.29     -33.60     216.50     215.04       217.49
-1373.3         -43.43     -50.41     -33.84     216.43     214.84       217.40
-1373.2         -43.66     -50.53     -34.09     216.46     214.81       217.45
-1373.1         -43.86     -50.66     -34.34     216.48     214.75       217.50
-1373.0         -44.07     -50.79     -34.58     216.64     214.85       217.67
-1372.9         -44.27     -50.92     -34.82     216.77     214.93       217.83
-1372.8         -44.45     -51.04     -35.06     216.87     214.97       217.95
-1372.7         -44.64     -51.15     -35.30     217.00     215.00       218.07
-1372.6         -44.82     -51.26     -35.54     217.21     215.17       218.35
-1372.5         -45.01     -51.37     -35.77     217.43     215.29       218.63
-1372.4         -45.18     -51.47     -36.00     217.66     215.46       218.88
-1372.3         -45.35     -51.57     -36.22     217.88     215.61       219.16
-1372.2         -45.51     -51.66     -36.45     218.10     215.77       219.41
-1372.1         -45.66     -51.75     -36.67     218.31     215.91       219.67
-1372.0         -45.82     -51.84     -36.89     218.39     215.94       219.79
-1371.9         -45.95     -51.92     -37.09     218.61     216.09       220.04
-1371.8         -46.09     -52.00     -37.29     218.77     216.23       220.30
-1371.7         -46.23     -52.07     -37.50     218.85     216.25       220.42
-1371.6         -46.37     -52.14     -37.70     219.04     216.36       220.66
-1371.5         -46.50     -52.21     -37.90     219.21     216.47       220.88
-1371.4         -46.62     -52.27     -38.09     219.27     216.46       220.98
-1371.3         -46.76     -52.34     -38.29     219.44     216.57       221.20
-1371.2         -46.87     -52.40     -38.48     219.48     216.55       221.29
-1371.1         -46.99     -52.45     -38.67     219.50     216.51       221.38
-1371.0         -47.10     -52.52     -38.85     219.52     216.47       221.46
-1370.9         -47.20     -52.56     -39.02     219.46     216.37       221.49
-1370.8         -47.27     -52.59     -39.19     219.41     216.28       221.50
-1370.7         -47.35     -52.61     -39.34     219.37     216.18       221.51
-1370.6         -47.42     -52.63     -39.48     219.20     215.92       221.39
-1370.5         -47.47     -52.63     -39.62     219.11     215.81       221.38
-1370.4         -47.51     -52.64     -39.76     219.03     215.66       221.39
-1370.3         -47.56     -52.64     -39.89     219.05     215.67       221.49
-1370.2         -47.60     -52.64     -40.01     218.98     215.52       221.45
-1370.1         -47.66     -52.64     -40.12     219.02     215.51       221.55
-1370.0         -47.71     -52.64     -40.23     219.09     215.50       221.65
-1369.9         -47.75     -52.64     -40.34     219.22     215.57       221.82
-1369.8         -47.78     -52.62     -40.44     219.34     215.64       222.03
-1369.7         -47.78     -52.58     -40.52     219.43     215.68       222.15
-1369.6         -47.75     -52.53     -40.59     219.48     215.69       222.31
-1369.5         -47.73     -52.45     -40.66     219.55     215.67       222.47
-1369.4         -47.69     -52.37     -40.73     219.68     215.79       222.75
-1369.3         -47.64     -52.31     -40.76     219.71     215.83       222.85
-1369.2         -47.57     -52.26     -40.80     219.69     215.89       223.01
-1369.1         -47.52     -52.20     -40.83     219.85     216.02       223.26
-1369.0         -47.47     -52.12     -40.85     219.91     215.99       223.34
-1368.9         -47.42     -52.01     -40.88     220.06     216.04       223.57
-1368.8         -47.34     -51.88     -40.88     220.12     215.96       223.63
-1368.7         -47.29     -51.74     -40.88     220.18     215.91       223.71
-1368.6         -47.22     -51.60     -40.88     220.29     216.03       223.97
-1368.5         -47.14     -51.49     -40.88     220.32     216.01       224.07
-1368.4         -47.05     -51.37     -40.88     220.34     216.01       224.20
-1368.3         -46.97     -51.25     -40.88     220.31     215.90       224.33
-1368.2         -46.91     -51.10     -40.89     220.31     215.71       224.40
-1368.1         -46.85     -50.94     -40.89     220.27     215.49       224.42
-1368.0         -46.77     -50.81     -40.88     220.24     215.31       224.46
-1367.9         -46.71     -50.68     -40.87     220.25     215.11       224.49
-1367.8         -46.66     -50.56     -40.84     220.31     215.06       224.55
-1367.7         -46.60     -50.43     -40.81     220.37     215.01       224.62
-1367.6         -46.55     -50.29     -40.77     220.28     214.79       224.53
-1367.5         -46.47     -50.19     -40.74     220.18     214.64       224.49
-1367.4         -46.39     -50.07     -40.71     220.10     214.50       224.47
-1367.3         -46.32     -49.97     -40.67     220.12     214.49       224.52
-1367.2         -46.23     -49.88     -40.65     220.03     214.35       224.49
-1367.1         -46.13     -49.78     -40.63     220.05     214.31       224.57
-1367.0         -46.05     -49.67     -40.59     220.11     214.25       224.63
-1366.9         -45.96     -49.57     -40.56     220.18     214.23       224.74
-1366.8         -45.87     -49.46     -40.53     220.21     214.26       224.87
-1366.7         -45.78     -49.38     -40.50     220.45     214.45       225.12
-1366.6         -45.67     -49.30     -40.46     220.48     214.50       225.25
-1366.5         -45.53     -49.22     -40.42     220.64     214.70       225.54
-1366.4         -45.41     -49.14     -40.40     220.83     214.90       225.83
-1366.3         -45.33     -49.08     -40.37     221.14     215.22       226.23
-1366.2         -45.18     -49.01     -40.33     221.42     215.57       226.62
-1366.1         -45.04     -48.94     -40.29     221.72     215.91       226.99
-1366.0         -44.91     -48.88     -40.25     222.13     216.38       227.53
-1365.9         -44.81     -48.81     -40.20     222.62     216.82       228.04
-1365.8         -44.71     -48.72     -40.14     223.07     217.25       228.55
-1365.7         -44.58     -48.64     -40.09     223.65     217.86       229.15
-1365.6         -44.43     -48.56     -40.02     224.06     218.33       229.68
-1365.5         -44.30     -48.48     -39.96     224.75     219.02       230.46
-1365.4         -44.15     -48.38     -39.88     225.25     219.57       231.05
-1365.3         -44.00     -48.28     -39.79     225.78     220.14       231.64
-1365.2         -43.86     -48.19     -39.70     226.29     220.70       232.23
-1365.1         -43.72     -48.08     -39.59     226.81     221.24       232.78
-1365.0         -43.60     -48.00     -39.48     227.48     221.91       233.49
-1364.9         -43.45     -47.93     -39.36     227.97     222.47       234.04
-1364.8         -43.29     -47.82     -39.24     228.49     222.99       234.64
-1364.7         -43.15     -47.69     -39.11     229.03     223.47       235.20
-1364.6         -43.01     -47.56     -38.97     229.55     223.97       235.76
-1364.5         -42.88     -47.44     -38.83     230.09     224.44       236.32
-1364.4         -42.74     -47.30     -38.69     230.59     224.90       236.85
-1364.3         -42.60     -47.18     -38.56     230.99     225.22       237.28
-1364.2         -42.47     -47.06     -38.44     231.50     225.69       237.84
-1364.1         -42.34     -46.95     -38.31     232.00     226.14       238.37
-1364.0         -42.21     -46.84     -38.17     232.48     226.62       238.91
-1363.9         -42.06     -46.71     -38.02     232.99     227.08       239.43
-1363.8         -41.91     -46.58     -37.85     233.33     227.41       239.80
-1363.7         -41.78     -46.44     -37.67     233.84     227.85       240.29
-1363.6         -41.67     -46.30     -37.51     234.20     228.16       240.66
-1363.5         -41.52     -46.17     -37.36     234.67     228.59       241.14
-1363.4         -41.38     -46.06     -37.20     235.13     229.07       241.64
-1363.3         -41.25     -45.96     -37.06     235.56     229.54       242.17
-1363.2         -41.13     -45.86     -36.94     236.07     230.03       242.71
-1363.1         -40.99     -45.75     -36.78     236.55     230.54       243.19
-1363.0         -40.85     -45.64     -36.63     237.01     231.02       243.69
-1362.9         -40.68     -45.53     -36.48     237.60     231.68       244.35
-1362.8         -40.50     -45.42     -36.34     238.08     232.19       244.91
-1362.7         -40.33     -45.31     -36.19     238.65     232.82       245.59
-1362.6         -40.15     -45.19     -35.99     239.25     233.47       246.20
-1362.5         -39.98     -45.05     -35.82     239.82     234.06       246.86
-1362.4         -39.81     -44.92     -35.65     240.42     234.69       247.49
-1362.3         -39.66     -44.78     -35.45     241.02     235.32       248.14
-1362.2         -39.48     -44.63     -35.27     241.71     236.07       248.89
-1362.1         -39.30     -44.48     -35.08     242.30     236.66       249.50
-1362.0         -39.14     -44.31     -34.87     242.95     237.26       250.10
-1361.9         -38.93     -44.13     -34.62     243.63     237.96       250.74
-1361.8         -38.74     -43.93     -34.34     244.24     238.50       251.26
-1361.7         -38.50     -43.69     -34.09     244.89     239.10       251.99
-1361.6         -38.26     -43.45     -33.86     245.56     239.76       252.71
-1361.5         -38.05     -43.23     -33.60     246.15     240.31       253.26
-1361.4         -37.83     -43.02     -33.33     246.86     240.98       253.92
-1361.3         -37.62     -42.80     -32.98     247.42     241.53       254.39
-1361.2         -37.41     -42.58     -32.66     248.16     242.19       255.01
-1361.1         -37.21     -42.35     -32.37     248.79     242.74       255.54
-1361.0         -37.02     -42.10     -32.10     249.39     243.24       256.13
-1360.9         -36.84     -41.85     -31.85     250.17     243.90       256.85
-1360.8         -36.65     -41.54     -31.60     250.81     244.33       257.41
-1360.7         -36.48     -41.27     -31.36     251.52     244.82       258.03
-1360.6         -36.30     -40.98     -31.14     252.06     245.17       258.57
-1360.5         -36.12     -40.74     -30.94     252.69     245.73       259.23
-1360.4         -35.92     -40.51     -30.73     253.37     246.28       259.88
-1360.3         -35.73     -40.27     -30.52     253.90     246.71       260.40
-1360.2         -35.53     -40.06     -30.30     254.55     247.31       261.08
-1360.1         -35.35     -39.85     -30.09     255.11     247.79       261.63
-1360.0         -35.17     -39.66     -29.92     255.71     248.31       262.24
-1359.9         -34.98     -39.44     -29.75     256.23     248.82       262.79
-1359.8         -34.78     -39.21     -29.54     256.75     249.28       263.33
-1359.7         -34.56     -38.99     -29.37     257.17     249.65       263.81
-1359.6         -34.31     -38.77     -29.17     257.67     250.16       264.36
-1359.5         -34.04     -38.58     -28.97     258.01     250.62       264.82
-1359.4         -33.76     -38.40     -28.78     258.48     251.21       265.42
-1359.3         -33.49     -38.19     -28.59     258.86     251.65       265.90
-1359.2         -33.20     -37.98     -28.41     259.25     252.11       266.42
-1359.1         -32.92     -37.76     -28.23     259.65     252.54       266.92
-1359.0         -32.68     -37.54     -28.06     260.11     252.98       267.46
-1358.9         -32.44     -37.32     -27.89     260.46     253.33       267.90
-1358.8         -32.21     -37.10     -27.70     260.93     253.81       268.42
-1358.7         -31.98     -36.87     -27.59     261.40     254.31       268.94
-1358.6         -31.73     -36.65     -27.36     261.74     254.68       269.33
-1358.5         -31.48     -36.41     -27.15     262.09     255.08       269.73
-1358.4         -31.24     -36.16     -26.92     262.46     255.44       270.12
-1358.3         -30.99     -35.93     -26.67     262.96     255.99       270.61
-1358.2         -30.75     -35.69     -26.41     263.34     256.40       270.99
-1358.1         -30.62     -35.42     -26.15     263.72     256.79       271.36
-1358.0         -30.34     -35.14     -25.86     264.09     257.18       271.70
-1357.9         -30.07     -34.86     -25.55     264.33     257.45       271.92
-1357.8         -29.80     -34.60     -25.21     264.69     257.87       272.23
-1357.7         -29.52     -34.35     -24.86     265.06     258.29       272.50
-1357.6         -29.24     -34.12     -24.47     265.29     258.62       272.64
-1357.5         -28.92     -33.88     -24.06     265.63     259.03       272.80
-1357.4         -28.59     -33.64     -23.57     265.92     259.47       272.91
-1357.3         -28.24     -33.41     -23.02     266.08     259.76       272.80
-1357.2         -27.88     -33.17     -22.39     266.38     260.19       272.70
-1357.1         -27.47     -32.93     -21.68     266.45     260.52       272.38
-1357.0         -27.03     -32.69     -20.93     266.61     260.94       272.11
-1356.9         -26.48     -32.46     -20.11     266.51     261.26       271.60
-1356.8         -25.88     -32.24     -19.32     266.49     261.72       271.28
-1356.7         -25.23     -32.02     -18.54     266.38     262.19       270.99
-1356.6         -24.47     -31.81     -17.80     265.97     262.51       270.69
-1356.5         -23.66     -31.60     -17.11     265.59     262.97       270.54
-1356.4         -22.84     -31.41     -16.46     265.08     263.34       270.38
-1356.3         -22.04     -31.20     -15.85     264.61     263.66       270.24
-1356.2         -21.28     -31.00     -15.19     264.21     263.99       270.00
-1356.1         -20.53     -30.79     -14.60     263.85     264.33       269.91
-1356.0         -19.87     -30.58     -14.10     263.53     264.52       269.86
-1355.9         -19.19     -30.35     -13.66     263.29     264.85       270.03
-1355.8         -18.58     -30.14     -13.23     263.02     265.08       270.06
-1355.7         -17.95     -30.05     -12.80     262.81     265.33       270.22
-1355.6         -17.38     -29.76     -12.36     262.59     265.44       270.22
-1355.5         -16.87     -29.45     -11.95     262.38     265.39       270.12
-1355.4         -16.44     -29.10     -11.51     262.44     265.42       270.10
-1355.3         -16.03     -28.74     -11.14     262.47     265.44       270.18
-1355.2         -15.61     -28.33     -10.79     262.37     265.27       270.17
-1355.1         -15.18     -27.90     -10.49     262.31     265.22       270.40
-1355.0         -14.79     -27.47     -10.27     262.26     265.04       270.59
-1354.9         -14.44     -27.07     -10.07     262.31     264.90       270.79
-1354.8         -14.14     -26.62      -9.88     262.39     264.70       271.09
-1354.7         -13.81     -26.11      -9.71     262.47     264.42       271.36
-1354.6         -13.51     -25.51      -9.54     262.59     263.99       271.64
-1354.5         -13.24     -24.82      -9.37     262.60     263.33       271.82
-1354.4         -12.97     -24.12      -9.23     262.76     262.75       272.15
-1354.3         -12.72     -23.34      -9.08     262.81     261.92       272.31
-1354.2         -12.47     -22.58      -8.95     262.91     261.07       272.54
-1354.1         -12.25     -21.85      -8.83     263.01     260.36       272.73
-1354.0         -12.04     -21.13      -8.71     263.14     259.65       272.92
-1353.9         -11.86     -20.53      -8.58     263.32     259.22       273.06
-1353.8         -11.70     -19.98      -8.47     263.39     258.70       273.13
-1353.7         -11.53     -19.48      -8.36     263.54     258.38       273.27
-1353.6         -11.37     -19.02      -8.25     263.59     257.96       273.29
-1353.5         -11.22     -18.55      -8.15     263.62     257.54       273.30
-1353.4         -11.08     -18.08      -8.05     263.67     257.17       273.33
-1353.3         -10.95     -17.67      -7.96     263.74     256.87       273.33
-1353.2         -10.82     -17.29      -7.89     263.63     256.50       273.22
-1353.1         -10.70     -16.93      -7.82     263.65     256.29       273.24
-1353.0         -10.60     -16.58      -7.76     263.55     255.92       273.13
-1352.9         -10.50     -16.28      -7.69     263.45     255.68       273.00
-1352.8         -10.40     -16.00      -7.64     263.32     255.47       272.89
-1352.7         -10.32     -15.76      -7.58     263.09     255.19       272.67
-1352.6         -10.24     -15.54      -7.53     262.99     255.06       272.58
-1352.5         -10.16     -15.34      -7.48     262.75     254.84       272.33
-1352.4         -10.08     -15.16      -7.43     262.49     254.67       272.11
-1352.3         -10.01     -14.99      -7.39     262.23     254.45       271.89
-1352.2          -9.95     -14.82      -7.35     261.96     254.28       271.62
-1352.1          -9.88     -14.67      -7.31     261.61     253.99       271.30
-1352.0          -9.82     -14.53      -7.28     261.33     253.84       271.06
-1351.9          -9.76     -14.40      -7.24     260.95     253.57       270.70
-1351.8          -9.71     -14.29      -7.21     260.60     253.33       270.40
-1351.7          -9.65     -14.17      -7.18     260.24     253.08       270.06
-1351.6          -9.60     -14.06      -7.16     259.86     252.85       269.78
-1351.5          -9.55     -13.96      -7.14     259.51     252.62       269.44
-1351.4          -9.51     -13.88      -7.11     259.03     252.28       269.02
-1351.3          -9.48     -13.79      -7.09     258.70     252.03       268.72
-1351.2          -9.45     -13.71      -7.07     258.24     251.65       268.31
-1351.1          -9.41     -13.62      -7.05     257.86     251.37       268.00
-1351.0          -9.38     -13.55      -7.03     257.54     251.09       267.71
-1350.9          -9.36     -13.50      -7.02     257.06     250.69       267.30
-1350.8          -9.33     -13.44      -7.00     256.77     250.41       267.05
-1350.7          -9.31     -13.39      -6.99     256.36     250.02       266.68
-1350.6          -9.28     -13.34      -6.97     256.07     249.73       266.42
-1350.5          -9.26     -13.29      -6.96     255.77     249.47       266.16
-1350.4          -9.25     -13.24      -6.95     255.38     249.04       265.79
-1350.3          -9.23     -13.19      -6.94     254.98     248.61       265.40
-1350.2          -9.21     -13.16      -6.93     254.57     248.19       265.04
-1350.1          -9.21     -13.13      -6.92     254.18     247.78       264.66
-1350.0          -9.20     -13.10      -6.91     253.78     247.35       264.28
-1349.9          -9.20     -13.09      -6.91     253.35     246.90       263.85
-1349.8          -9.20     -13.09      -6.91     252.98     246.52       263.49
-1349.7          -9.20     -13.09      -6.91     252.58     246.10       263.10
-1349.6          -9.20     -13.09      -6.90     252.10     245.58       262.60
-1349.5          -9.20     -13.09      -6.89     251.69     245.17       262.19
-1349.4          -9.19     -13.08      -6.87     251.16     244.62       261.66
-1349.3          -9.19     -13.07      -6.85     250.65     244.07       261.13
-1349.2          -9.20     -13.08      -6.82     250.15     243.54       260.58
-1349.1          -9.20     -13.09      -6.79     249.62     243.02       260.05
-1349.0          -9.20     -13.11      -6.77     249.12     242.50       259.50
-1348.9          -9.21     -13.14      -6.75     248.55     241.97       258.96
-1348.8          -9.22     -13.17      -6.74     248.00     241.43       258.41
-1348.7          -9.21     -13.21      -6.71     247.42     240.91       257.85
-1348.6          -9.20     -13.23      -6.68     246.73     240.25       257.16
-1348.5          -9.20     -13.28      -6.65     246.19     239.67       256.59
-1348.4          -9.20     -13.31      -6.61     245.60     239.10       256.03
-1348.3          -9.20     -13.34      -6.58     245.04     238.53       255.48
-1348.2          -9.20     -13.38      -6.55     244.48     237.98       254.95
-1348.1          -9.21     -13.42      -6.52     243.94     237.42       254.39
-1348.0          -9.21     -13.47      -6.47     243.34     236.85       253.80
-1347.9          -9.22     -13.53      -6.43     242.74     236.30       253.24
-1347.8          -9.24     -13.59      -6.39     242.19     235.72       252.68
-1347.7          -9.27     -13.63      -6.36     241.76     235.22       252.25
-1347.6          -9.30     -13.68      -6.34     241.23     234.67       251.72
-1347.5          -9.31     -13.74      -6.32     240.80     234.20       251.32
-1347.4          -9.33     -13.80      -6.31     240.21     233.61       250.81
-1347.3          -9.36     -13.86      -6.28     239.79     233.17       250.39
-1347.2          -9.39     -13.91      -6.25     239.25     232.55       249.82
-1347.1          -9.43     -13.98      -6.22     238.86     232.11       249.38
-1347.0          -9.47     -14.06      -6.20     238.48     231.64       248.97
-1346.9          -9.52     -14.15      -6.20     238.10     231.19       248.58
-1346.8          -9.57     -14.24      -6.20     237.72     230.74       248.17
-1346.7          -9.63     -14.34      -6.21     237.34     230.28       247.77
-1346.6          -9.70     -14.45      -6.22     236.94     229.87       247.37
-1346.5          -9.77     -14.57      -6.23     236.44     229.30       246.84
-1346.4          -9.83     -14.69      -6.26     236.05     228.86       246.43
-1346.3          -9.90     -14.81      -6.29     235.67     228.42       246.00
-1346.2          -9.96     -14.92      -6.33     235.23     227.97       245.60
-1346.1         -10.02     -15.04      -6.37     234.70     227.38       245.06
-1346.0         -10.10     -15.16      -6.42     234.18     226.82       244.52
-1345.9         -10.20     -15.31      -6.50     233.81     226.43       244.13
-1345.8         -10.30     -15.46      -6.58     233.33     225.90       243.60
-1345.7         -10.42     -15.62      -6.65     232.84     225.39       243.04
-1345.6         -10.56     -15.78      -6.74     232.34     224.87       242.49
-1345.5         -10.70     -15.96      -6.82     231.85     224.40       241.94
-1345.4         -10.84     -16.15      -6.92     231.35     223.94       241.39
-1345.3         -10.99     -16.36      -7.04     230.74     223.37       240.73
-1345.2         -11.15     -16.58      -7.17     230.25     222.93       240.15
-1345.1         -11.32     -16.81      -7.29     229.75     222.51       239.60
-1345.0         -11.50     -17.07      -7.42     229.25     222.07       239.05
-1344.9         -11.69     -17.34      -7.54     228.75     221.72       238.51
-1344.8         -11.87     -17.62      -7.67     228.14     221.20       237.85
-1344.7         -12.07     -17.91      -7.80     227.64     220.84       237.29
-1344.6         -12.28     -18.24      -7.94     227.16     220.51       236.73
-1344.5         -12.51     -18.33      -8.09     226.68     220.22       236.21
-1344.4         -12.74     -18.72      -8.25     226.21     219.89       235.69
-1344.3         -12.97     -19.14      -8.42     225.76     219.64       235.16
-1344.2         -13.23     -19.57      -8.59     225.31     219.40       234.66
-1344.1         -13.50     -20.02      -8.78     224.87     219.17       234.14
-1344.0         -13.79     -20.47      -8.96     224.54     219.06       233.74
-1343.9         -14.10     -20.95      -9.17     224.18     218.91       233.33
-1343.8         -14.44     -21.43      -9.38     223.81     218.73       232.86
-1343.7         -14.79     -21.92      -9.59     223.58     218.66       232.49
-1343.6         -15.14     -22.41      -9.80     223.24     218.50       232.03
-1343.5         -15.51     -22.91     -10.02     223.06     218.40       231.68
-1343.4         -15.89     -23.41     -10.24     222.75     218.17       231.19
-1343.3         -16.29     -23.91     -10.46     222.54     218.03       230.85
-1343.2         -16.46     -24.41     -10.68     222.25     217.82       230.39
-1343.1         -16.90     -24.90     -10.91     221.96     217.56       229.92
-1343.0         -17.34     -25.38     -11.13     221.70     217.28       229.45
-1342.9         -17.80     -25.86     -11.37     221.42     217.03       229.02
-1342.8         -18.26     -26.34     -11.59     221.14     216.75       228.54
-1342.7         -18.70     -26.82     -11.82     220.82     216.47       228.05
-1342.6         -19.16     -27.29     -12.05     220.53     216.14       227.59
-1342.5         -19.61     -27.76     -12.30     220.24     215.84       227.12
-1342.4         -20.04     -28.23     -12.54     219.79     215.41       226.54
-1342.3         -20.48     -28.70     -12.80     219.57     215.23       226.21
-1342.2         -20.92     -29.16     -13.06     219.25     214.95       225.74
-1342.1         -21.37     -29.63     -13.34     218.93     214.64       225.29
-1342.0         -21.80     -30.09     -13.62     218.57     214.35       224.81
-1341.9         -22.22     -30.55     -13.90     218.36     214.16       224.44
-1341.8         -22.64     -31.00     -14.18     218.00     213.83       223.94
-1341.7         -23.06     -31.45     -14.48     217.72     213.57       223.55
-1341.6         -23.47     -31.91     -14.78     217.43     213.34       223.20
-1341.5         -23.89     -32.38     -15.10     217.17     213.05       222.80
-1341.4         -24.30     -32.84     -15.41     216.90     212.81       222.44
-1341.3         -24.71     -33.30     -15.73     216.63     212.54       222.05
-1341.2         -25.12     -33.75     -16.06     216.49     212.41       221.78
-1341.1         -25.53     -34.21     -16.40     216.34     212.27       221.53
-1341.0         -25.93     -34.68     -16.74     216.18     212.12       221.29
-1340.9         -26.33     -35.13     -17.08     216.13     212.09       221.15
-1340.8         -26.73     -35.58     -17.42     216.06     212.02       221.00
-1340.7         -27.13     -36.00     -17.75     215.98     211.94       220.83
-1340.6         -27.54     -36.42     -18.09     215.90     211.87       220.68
-1340.5         -27.93     -36.83     -18.42     215.78     211.81       220.49
-1340.4         -28.32     -37.24     -18.54     215.81     211.81       220.44
-1340.3         -28.70     -37.63     -18.89     215.79     211.86       220.42
-1340.2         -29.09     -37.99     -19.27     215.70     211.76       220.26
-1340.1         -29.48     -38.37     -19.64     215.72     211.78       220.25
-1340.0         -29.88     -38.74     -20.01     215.75     211.80       220.23
-1339.9         -30.27     -39.10     -20.38     215.78     211.79       220.20
-1339.8         -30.66     -39.45     -20.73     215.74     211.79       220.14
-1339.7         -31.04     -39.80     -21.09     215.84     211.86       220.19
-1339.6         -31.42     -40.14     -21.44     215.85     211.84       220.16
-1339.5         -31.80     -40.47     -21.78     215.79     211.81       220.08
-1339.4         -32.18     -40.80     -22.12     215.90     211.90       220.11
-1339.3         -32.56     -41.12     -22.46     215.88     211.84       220.05
-1339.2         -32.93     -41.45     -22.80     216.00     211.94       220.12
-1339.1         -33.31     -41.76     -23.15     216.11     212.03       220.17
-1339.0         -33.69     -42.08     -23.49     216.09     211.97       220.12
-1338.9         -34.07     -42.38     -23.82     216.18     212.05       220.16
-1338.8         -34.44     -42.70     -24.15     216.18     212.02       220.03
-1338.7         -34.81     -43.00     -24.47     216.27     212.07       220.06
-1338.6         -35.17     -43.30     -24.79     216.32     212.11       220.08
-1338.5         -35.52     -43.59     -25.11     216.39     212.15       220.05
-1338.4         -35.87     -43.87     -25.43     216.46     212.16       220.03
-1338.3         -36.22     -44.16     -25.73     216.49     212.20       219.98
-1338.2         -36.56     -44.43     -26.03     216.57     212.22       219.95
-1338.1         -36.89     -44.70     -26.33     216.60     212.24       219.90
-1338.0         -37.22     -44.97     -26.63     216.62     212.24       219.86
-1337.9         -37.54     -45.22     -26.92     216.75     212.38       219.92
-1337.8         -37.84     -45.47     -27.20     216.89     212.49       219.97
-1337.7         -38.13     -45.71     -27.47     216.91     212.48       219.89
-1337.6         -38.43     -45.95     -27.75     217.00     212.58       219.97
-1337.5         -38.73     -46.18     -28.03     217.13     212.68       220.00
-1337.4         -39.01     -46.42     -28.30     217.25     212.80       220.08
-1337.3         -39.29     -46.65     -28.57     217.36     212.88       220.12
-1337.2         -39.56     -46.86     -28.84     217.47     213.01       220.18
-1337.1         -39.83     -47.08     -29.11     217.46     213.00       220.14
-1337.0         -40.09     -47.30     -29.39     217.56     213.11       220.19
-1336.9         -40.34     -47.51     -29.65     217.55     213.10       220.13
-1336.8         -40.59     -47.72     -29.91     217.63     213.23       220.18
-1336.7         -40.83     -47.94     -30.17     217.62     213.23       220.13
-1336.6         -41.07     -48.15     -30.43     217.61     213.20       220.11
-1336.5         -41.31     -48.35     -30.70     217.71     213.33       220.16
-1336.4         -41.54     -48.55     -30.96     217.69     213.33       220.10
-1336.3         -41.76     -48.75     -31.22     217.69     213.30       220.12
-1336.2         -41.98     -48.94     -31.48     217.79     213.42       220.19
-1336.1         -42.20     -49.13     -31.73     217.91     213.54       220.25
-1336.0         -42.41     -49.32     -31.98     217.90     213.55       220.27
-1335.9         -42.62     -49.50     -32.22     218.05     213.66       220.36
-1335.8         -42.83     -49.68     -32.47     218.16     213.75       220.45
-1335.7         -43.03     -49.85     -32.71     218.25     213.84       220.56
-1335.6         -43.24     -50.02     -32.96     218.36     213.93       220.66
-1335.5         -43.45     -50.19     -33.20     218.47     214.00       220.75
-1335.4         -43.64     -50.35     -33.44     218.57     214.12       220.82
-1335.3         -43.84     -50.52     -33.67     218.81     214.32       221.03
-1335.2         -44.03     -50.67     -33.90     218.91     214.41       221.13
-1335.1         -44.22     -50.83     -34.12     219.28     214.73       221.47
-1335.0         -44.41     -50.98     -34.34     219.50     214.95       221.67
-1334.9         -44.59     -51.12     -34.55     219.85     215.24       221.99
-1334.8         -44.77     -51.26     -34.77     220.05     215.41       222.17
-1334.7         -44.95     -51.39     -34.99     220.38     215.70       222.46
-1334.6         -45.13     -51.52     -35.20     220.82     216.08       222.88
-1334.5         -45.31     -51.65     -35.41     221.15     216.35       223.19
-1334.4         -45.48     -51.77     -35.60     221.58     216.75       223.58
-1334.3         -45.65     -51.90     -35.79     221.90     217.03       223.87
-1334.2         -45.81     -52.02     -35.99     222.31     217.43       224.30
-1334.1         -45.97     -52.13     -36.18     222.62     217.68       224.59
